"";"UF";"Year";"EvapoBHReal";"InsolacaoTotal";"PrecipitacaoTotal";"PressaoMedia";"TempMaximaMedia";"TempMinimaMedia";"Safra";"Area";"AreaFormacao";"Produtividade"
"210";"RR";2007;111,351960125;180,991666666667;194,533333333333;NA;33,422242375;23,4530667916667;NA;NA;NA;NA
"211";"RS";2007;78,3891681782178;178,88785046729;147,49488372093;959,837633656488;23,8167880046512;13,9065059116279;NA;NA;NA;NA
"212";"SC";2007;83,399767125;167,811904761905;155,638095238095;914,08432775;24,0028049761905;14,2683540119048;NA;NA;NA;NA
"213";"SE";2007;82,7640852285714;201,672222222222;100,161111111111;996,4473161875;29,8019468333333;21,9755530555556;NA;NA;NA;NA
"214";"SP";2007;86,0939673969466;189,692452830189;116,847222222222;936,948407478992;28,0865787832168;17,2515499923664;"2007";168700;13235;15,6016597510373
"215";"TO";2007;84,6676170138889;216,459420289855;108,491666666667;977,371575125;33,6458858611111;21,3055784166667;NA;NA;NA;NA
"216";"AC";2008;109,631751166667;144,033333333333;179,1;989,5149457;31,2031823055556;21,5271996111111;NA;NA;NA;NA
"217";"AL";2008;70,366973122449;222,55;100,332;972,872449214286;30,1962419347826;21,1397465510204;NA;NA;NA;NA
"218";"AM";2008;129,305446939024;146,221290322581;232,692261904762;1000,579357125;32,5559462922078;22,6445462155689;NA;NA;NA;NA
"219";"AP";2008;113,085407833333;192,42;196,108333333333;1009,34086;31,8137158333333;24,1157211666667;NA;NA;NA;NA
"220";"BA";2008;62,4749900454545;209,765705128205;68,477380952381;961,316140397306;30,3732332391304;19,3408910543131;"2008";125033,4;5795,6;17,123479401438
"221";"CE";2008;61,0930604468085;228,387857142857;93,8156028368794;970,336730030612;32,0332565460993;21,8085485744681;NA;NA;NA;NA
"222";"DF";2008;64,63918125;206,033333333333;133,45;889,823987958333;27,3548140833333;15,2077835;NA;NA;NA;NA
"223";"ES";2008;83,5594374583333;180,220833333333;123,679166666667;1008,03;29,6000049583333;20,9777475;"2008";489592;27147;20,8949492638769
"224";"GO";2008;76,6398865238095;205,703333333333;137,092424242424;932,870318158333;30,6683525491803;18,3984725769231;"2008";0;0;0
"225";"MA";2008;83,7587495957447;207,185714285714;155,970138888889;991,324671319588;33,1684116299213;22,2629504545455;NA;NA;NA;NA
"226";"MG";2008;68,2102577732181;203,240139211137;120,666958041958;933,146587337438;29,196247625;16,6896647011278;"2008";1048172;122156;22,4972618997645
"227";"MS";2008;87,71067325;220,895652173913;116,848333333333;966,52270706383;30,6622705172414;19,0189098448276;NA;NA;NA;NA
"228";"MT";2008;90,5754611393443;192,028571428571;144,204838709677;977,995301009009;33,1928746803279;19,5162691885246;"2008";15007;5301;9,19570866928767
"229";"PA";2008;112,499082572289;184,990173410405;206,313333333333;995,261335457143;32,2837789611111;23,3574594023669;"2008";12917;2365;18,04
"230";"PB";2008;71,4276647205882;228,028571428571;121,152857142857;962,462527224138;30,3767427571429;20,5419336571429;NA;NA;NA;NA
"231";"PE";2008;57,6128986304348;218,760869565217;86,5478723404255;955,26467784507;29,3508268817204;19,8125348933333;NA;NA;NA;NA
"232";"PI";2008;70,4838044266667;238,188811188811;106,252903225806;980,990190390805;33,4953229290323;21,6583736618705;NA;NA;NA;NA
"233";"PR";2008;87,1782428541667;183,975;138,667708333333;931,277824569767;25,4356259382716;14,640111125;"2008";96920;8580;26,9087907552621
"234";"RJ";2008;84,1049858382353;164,689130434783;131,338888888889;975,864806457143;28,4681799852941;18,3082424571429;"2008";13562;260;19,64
"235";"RN";2008;66,5122336153846;236,679452054795;102,173170731707;990,539278823529;32,4448630379747;22,6507544520548;NA;NA;NA;NA
"236";"RO";2008;NA;NA;NA;NA;NA;NA;"2008";155972;7045;12,0277998615136
"237";"RR";2008;106,5725425;182,6125;174,925;NA;33,0700965416667;23,3641495;NA;NA;NA;NA
"238";"RS";2008;71,3175759901478;197,641203703704;118,718055555556;960,056624083333;23,7511403302326;13,6733257407407;NA;NA;NA;NA
"239";"SC";2008;77,6997411388889;169,142857142857;171,85;910,12619222;23,3279740119048;13,7334405952381;NA;NA;NA;NA
"240";"SE";2008;79,2281962777778;202,013888888889;92,0277777777778;993,228184357143;30,1628664444444;22,1279432222222;NA;NA;NA;NA
"241";"SP";2008;86,1588359;181,243220338983;125,004895104895;936,619934319328;27,1909693928571;16,897301728;"2008";188495;12106;23,4488978487493
"242";"TO";2008;89,7729541388889;201,615;147,088888888889;977,164448069444;33,236827942029;21,3609072;NA;NA;NA;NA
"243";"AC";2009;115,655964361111;142,430555555556;197,605555555556;990,464259166667;31,3929098611111;21,9666661944444;NA;NA;NA;NA
"244";"AL";2009;82,8046248596491;225,415555555556;134,668965517241;975,118432433333;30,4359456315789;21,6698255438596;NA;NA;NA;NA
"245";"AM";2009;124,966775408805;150,387162162162;233,756363636364;1000,58502321429;32,8726194078947;23,1384510185185;NA;NA;NA;NA
"246";"AP";2009;106,837943083333;191,23;209;1010,85914;32,1709063333333;24,3142435833333;NA;NA;NA;NA
"247";"BA";2009;69,7135476079734;203,988178913738;75,2468468468469;961,224326996552;30,5680799680511;19,8454010857143;"2009";126170;7754;14,8529761432987
"248";"CE";2009;70,5797673732394;209,715602836879;118,844366197183;969,637967114583;31,616996471831;21,7901517535211;NA;NA;NA;NA
"249";"DF";2009;76,10218025;183,0375;132,895833333333;889,937891916667;27,1392222916667;16,1025405416667;NA;NA;NA;NA
"250";"ES";2009;101,503674608696;185,463636363636;115,425;1012,78833333333;30,1772894347826;21,7094891304348;"2009";479798;33892;21,2693675255003
"251";"GO";2009;89,5380022845528;193,929126213592;146,770454545455;932,96487305;30,6456590606061;18,8809931818182;"2009";0;0;0
"252";"MA";2009;89,6057341666667;194,651181102362;176,588888888889;991,072486815217;33,0437602302158;22,5702975069444;NA;NA;NA;NA
"253";"MG";2009;79,454390997807;196,848223350254;122,418067978533;932,478870098485;29,4288866624088;17,5528508011257;"2009";1000731;149053;19,8654783353369
"254";"MS";2009;92,7973682291667;212,265957446808;122,931666666667;966,181237702128;31,2876465833333;19,2029548510638;NA;NA;NA;NA
"255";"MT";2009;105,40375884252;181,698969072165;143,791472868217;979,375103086957;33,0316968650794;20,0936818968254;"2009";15272;1438;9,23258250392876
"256";"PA";2009;101,986418586826;183,998113207547;216,115642458101;996,113192985915;32,4586790223464;23,448268816092;"2009";12407;150;18,3767228177642
"257";"PB";2009;76,6813199090909;219,015384615385;128,15652173913;962,689747368421;30,4323841911765;20,6716836029412;NA;NA;NA;NA
"258";"PE";2009;67,2803369111111;216,641111111111;95,1516129032258;948,336950865854;29,754199;20,6368263125;NA;NA;NA;NA
"259";"PI";2009;78,285064337931;226,538;120,32064516129;980,858702619048;33,1841006887417;21,5175476115108;NA;NA;NA;NA
"260";"PR";2009;87,1999085416667;162,674698795181;173,407291666667;929,092359738095;25,8153922340426;15,6436282291667;"2009";85180;12240;17,2223526649448
"261";"RJ";2009;92,6932235694444;163,973913043478;127,913888888889;973,342061212121;29,3130783230769;19,3857181076923;"2009";13923;200;19,0627020038785
"262";"RN";2009;83,3313988101266;227,585135135135;122,844578313253;990,34062522;32,1181056097561;22,5391702253521;NA;NA;NA;NA
"263";"RO";2009;NA;NA;NA;NA;NA;NA;"2009";154335;6152;10,0236498525934
"264";"RR";2009;97,6276406666667;209,995833333333;120,3;NA;33,78497275;24,0383760833333;NA;NA;NA;NA
"265";"RS";2009;73,9172057401961;183,404186046512;157,058333333333;959,601433955224;23,9098088194444;13,7443280694444;NA;NA;NA;NA
"266";"SC";2009;82,157418983871;157,322891566265;167,169879518072;908,635707489796;23,8615930963855;14,3186198433735;NA;NA;NA;NA
"267";"SE";2009;68,5869958055556;209,230555555556;100,533333333333;995,40910925;30,7166525;22,6365556944444;NA;NA;NA;NA
"268";"SP";2009;92,3997931034483;165,511403508772;159,409154929577;936,975534931624;26,9298419302326;16,7645468848921;"2009";182020;10410;18,8056257554115
"269";"TO";2009;106,549927507042;195,515;149,581944444444;977,382685555556;32,9377694393939;21,9226880666667;NA;NA;NA;NA
"270";"AC";2010;106,117094;154,191666666667;143,127777777778;990,32672375;32,2196313333333;21,4350224166667;NA;NA;NA;NA
"271";"AL";2010;82,7854030178571;225,397619047619;113,584210526316;972,590800347826;30,40187;21,9153439444444;NA;NA;NA;NA
"272";"AM";2010;129,138414981818;153,156164383562;201,026946107784;999,247755181818;33,0556965783133;23,3080976167665;NA;NA;NA;NA
"273";"AP";2010;138,494819083333;217,154545454545;201,3;1008,34881;32,8459843333333;24,5470315833333;NA;NA;NA;NA
"274";"BA";2010;66,9777860338983;208,0375;78,7868902439024;961,899668179931;30,4916537824675;19,9279155684211;"2010";139550;10464;16,4292368326765
"275";"CE";2010;57,4397181503759;239,338970588235;63,1635714285714;969,71442015625;33,1121180145985;22,2973711240876;NA;NA;NA;NA
"276";"DF";2010;64,13067275;221,608333333333;121,1875;890,031514291667;27,9147505416667;15,735582375;NA;NA;NA;NA
"277";"ES";2010;80,0552039090909;187,1;98,1391304347826;1015,059258;29,8056754545455;21,3961203181818;"2010";463307;35317;21,9
"278";"GO";2010;78,5398015702479;220,480208333333;112,550757575758;932,91405;31,5673242121212;18,50214203125;"2010";0;0;0
"279";"MA";2010;93,4557255625;225,085314685315;113,59375;991,383067474747;34,0042852517483;22,9312615763889;NA;NA;NA;NA
"280";"MG";2010;70,7244837093275;218,795693779904;102,576021314387;933,660805174447;29,6231703157895;16,8940329847909;"2010";1006719;131499;24,9871115971786
"281";"MS";2010;83,921177;216,485106382979;105,893333333333;965,079176377778;31,1222464347826;18,3805546428571;NA;NA;NA;NA
"282";"MT";2010;87,0177211015625;191,439622641509;130,795454545455;979,798238271186;33,883733484375;19,7617328503937;"2010";15186;6307;13,3741604109048
"283";"PA";2010;122,790159023952;203,079885057471;171,584916201117;997,047443864197;33,1182934748603;23,4161594534884;"2010";13500;150;16,9333333333333
"284";"PB";2010;66,425714516129;218,527419354839;71,6421875;960,520303117647;30,8077671935484;20,8061137741935;NA;NA;NA;NA
"285";"PE";2010;66,1942584831461;225,261445783133;84,7644444444445;945,5406295;29,8902131022727;20,7112533246753;NA;NA;NA;NA
"286";"PI";2010;70,2039764630872;249,825342465753;79,5281045751634;980,625733073171;34,4390667086093;21,913564057554;NA;NA;NA;NA
"287";"PR";2010;85,40451025;168,083333333333;157,130208333333;932,365618551724;25,7740607291667;15,2055439479167;"2010";82613;11376;27,65
"288";"RJ";2010;77,1958593;185,227659574468;115,477777777778;972,38691678125;29,3519446944444;18,5886840972222;"2010";13100;150;19,0916030534351
"289";"RN";2010;58,3610570123457;254,125;58,1817073170732;988,563064104167;33,1941222469136;23,0674596285714;NA;NA;NA;NA
"290";"RO";2010;NA;NA;NA;NA;NA;NA;"2010";154783;6955;15,31
"291";"RR";2010;99,2850539583333;174,68375;184,641666666667;NA;33,1127610869565;24,0240817916667;NA;NA;NA;NA
"292";"RS";2010;75,3319635763547;179,730243902439;134,486574074074;959,86043875188;23,8110855813953;13,8183159861111;NA;NA;NA;NA
"293";"SC";2010;81,5680539230769;156,660256410256;181,048717948718;914,543441583333;23,4332386282051;14,1995768333333;NA;NA;NA;NA
"294";"SE";2010;76,8599278611111;205,794285714286;98,8277777777778;994,359853;30,5457136666667;22,5141583055556;NA;NA;NA;NA
"295";"SP";2010;81,427783210084;187,690654205607;110,540277777778;939,071719733945;27,4924232096774;16,1146933382353;"2010";166195;8634;28,05
"296";"TO";2010;92,9838084788732;211,08813559322;128,222222222222;977,044046277778;34,0558324444444;21,9996862459016;NA;NA;NA;NA
"297";"AC";2011;106,680871142857;147,911111111111;157,077777777778;990,142993833333;31,8228248333333;21,5629328285714;NA;NA;NA;NA
"298";"AL";2011;92,5126723454545;217,106976744186;134,080357142857;971,386740666667;29,8662990357143;21,4585257321429;NA;NA;NA;NA
"299";"AM";2011;129,618053858974;154,509395973154;227,777976190476;998,286764769231;32,6214289760479;22,9219854968944;NA;NA;NA;NA
"300";"AP";2011;117,888243833333;205,175;213,141666666667;1010,06129;32,4497885833333;23,92535775;NA;NA;NA;NA
"301";"BA";2011;66,8105062147651;204,578214285714;75,5326283987915;961,798936873288;30,0850277870968;19,2160056237624;"2011";138833,5;9855;16,4945780377214
"302";"CE";2011;74,066919719697;223,771212121212;108,058955223881;970,54153855102;31,5298265263158;21,4286004736842;NA;NA;NA;NA
"303";"DF";2011;62,4685923333333;201,904545454545;122,029166666667;889,8010065;27,244106875;15,614319875;NA;NA;NA;NA
"304";"ES";2011;95,453590875;179,7;126,1625;1011,58181;29,17567875;20,9391938333333;"2011";452527;34737;25,5741646354803
"305";"GO";2011;73,7144009166667;205,519512195122;136,593076923077;932,73490515;30,7447498320611;18,3768017;"2011";0;0;0
"306";"MA";2011;94,5913885625;210,395070422535;159,641666666667;990,657661870968;33,1709131048951;22,6455781544118;NA;NA;NA;NA
"307";"MG";2011;66,3410020612692;204,725419664269;115,571171171171;933,69800910269;29,0289061619586;16,6230185171103;"2011";1000869;136435;22,1617414466828
"308";"MS";2011;86,9061945208333;224,40625;119,603333333333;966,29026487234;31,0564045576923;18,3757370277778;NA;NA;NA;NA
"309";"MT";2011;84,9503907906977;197,993490566038;137,754545454545;979,621613618644;33,3628613666667;20,10856096875;"2011";19884;3150;6,93019513176423
"310";"PA";2011;109,067901638554;194,135260115607;202,330726256983;996,469290171053;32,46509972;23,0343948843931;"2011";10448;0;17,6110260336907
"311";"PB";2011;77,4069548611111;225,194444444444;123,679166666667;964,407545629032;30,4053989166667;20,3157705138889;NA;NA;NA;NA
"312";"PE";2011;62,8438080851064;219,448314606742;96,5968421052632;947,310893857143;29,4980061157895;20,3997250481928;NA;NA;NA;NA
"313";"PI";2011;74,4536167350993;242,172185430464;100,596103896104;981,170167890244;33,3913755555556;21,3150825886525;NA;NA;NA;NA
"314";"PR";2011;77,3119635263158;178,522619047619;150,919791666667;932,064133563218;25,6690795729167;14,837227375;"2011";74752;16658;24,6414811643836
"315";"RJ";2011;73,9311813098592;174,511363636364;100,308333333333;972,70731416129;28,6646257605634;18,3502600140845;"2011";12864;15;20,2114427860697
"316";"RN";2011;76,1956751829268;237,484722222222;96,355421686747;989,912758764706;32,0312573292683;22,8973990121951;NA;NA;NA;NA
"317";"RO";2011;NA;NA;NA;NA;NA;NA;"2011";153391;6220;9,31149806703131
"318";"RR";2011;109,8540045;186,316666666667;192,279166666667;NA;33,0346646666667;23,994743125;NA;NA;NA;NA
"319";"RS";2011;67,1230542561576;190,555882352941;134,302314814815;959,745245488722;23,7036655277778;13,6229486712963;NA;NA;NA;NA
"320";"SC";2011;75,7900694202899;162,279761904762;194,15;911,781718411765;23,2577211071429;13,8997482073171;NA;NA;NA;NA
"321";"SE";2011;85,2204829722222;190,191428571429;99,5666666666667;994,970580466667;30,1421280833333;22,0403439444444;NA;NA;NA;NA
"322";"SP";2011;76,340268312;180,689;123,976388888889;939,902836057143;27,2777483474576;16,0677560737705;"2011";169538;13238;18,3528176573983
"323";"TO";2011;88,6712202916667;204,97;153,1625;977,045618361111;33,1327759583333;21,289789761194;NA;NA;NA;NA
"324";"AC";2012;113,090006971429;162,377777777778;194,294444444444;990,7871865;31,7774475277778;21,6530375555556;NA;NA;NA;NA
"325";"AL";2012;60,5805866428571;233,939024390244;61,6186440677966;975,101451241379;30,4915128035714;21,2679538928571;NA;NA;NA;NA
"326";"AM";2012;127,762828180124;153,504225352113;239,515476190476;999,595325466667;32,5331676686747;23,0556909221557;NA;NA;NA;NA
"327";"AP";2012;111,256097916667;221,208333333333;179,441666666667;1010,81;32,4160783333333;23,7025685833333;NA;NA;NA;NA
"328";"BA";2012;43,9967136643836;228,840816326531;45,9481481481481;961,912432914591;30,9499601088435;19,4205304747475;"2012";138213;8329,7;15,5528061759748
"329";"CE";2012;40,4799500923077;250,000769230769;45,3415384615385;968,617004010638;33,1904406153846;21,9431383230769;NA;NA;NA;NA
"330";"DF";2012;69,200034;201,870588235294;110,558333333333;890,336826166667;27,2801540833333;16,1824910416667;NA;NA;NA;NA
"331";"ES";2012;94,0898273333333;205,675;114,2125;1012,52957;29,620055625;21,2812995833333;"2012";450128;41358;27,7743219706395
"332";"GO";2012;79,0721673559322;212,038157894737;118,199180327869;933,243435083333;31,109833736;18,8684213416667;"2012";6320;1707;39,1455696202532
"333";"MA";2012;78,3968663146853;213,271739130435;98,7388888888889;991,444298802083;33,9607992569444;22,8353731007752;NA;NA;NA;NA
"334";"MG";2012;63,9767732044944;218,900245700246;85,2150837988827;933,989320778325;29,6506316933333;17,158010683908;"2012";1028425;185555;26,1992853149233
"335";"MS";2012;93,2144712708333;233,26;110,933333333333;965,255185911111;31,1722231296296;18,3014324545455;NA;NA;NA;NA
"336";"MT";2012;95,7437568780488;204,331683168317;133,691538461538;979,593842491228;33,4879362396694;20,1416166422764;"2012";21028;1747;5,90165493627544
"337";"PA";2012;107,021709263158;195,914942528736;171,313333333333;996,153924945206;32,4536760747126;22,908466575;"2012";10185;140;16,3966617574865
"338";"PB";2012;46,5583960416667;251,133333333333;59,5305555555556;965,690192666667;31,3537085;21,1070376527778;NA;NA;NA;NA
"339";"PE";2012;34,672522787234;240,04623655914;38,246875;948,7351966;30,4742604631579;20,4698320238095;NA;NA;NA;NA
"340";"PI";2012;45,1997360536913;259,873103448276;53,637908496732;981,030780243902;34,9538041184211;21,91757255;NA;NA;NA;NA
"341";"PR";2012;78,5667908958333;187,107142857143;132,752083333333;930,794675541177;26,6392612604167;15,4656228333333;"2012";67177;16873;23,5199547464162
"342";"RJ";2012;80,841712915493;188,938636363636;94,9014084507042;968,985054925926;29,3072039014084;18,7397397323944;"2012";13225;7;19,8260869565217
"343";"RN";2012;36,1665042261905;266,720238095238;40,9619047619048;991,049166518519;33,2852327380952;22,6312101818182;NA;NA;NA;NA
"344";"RO";2012;NA;NA;NA;NA;NA;NA;"2012";125667;5714;10,877955230888
"345";"RR";2012;104,544058625;194,929166666667;159,945833333333;NA;33,290456375;23,9536924166667;NA;NA;NA;NA
"346";"RS";2012;70,8763548275862;205,386274509804;116,35;958,252348162791;24,9669857638889;14,3801713333333;NA;NA;NA;NA
"347";"SC";2012;77,6906250285714;180,933333333333;125,485714285714;908,144936142857;24,3464015365854;14,3364549634146;NA;NA;NA;NA
"348";"SE";2012;59,1175812222222;202,511111111111;59,0805555555556;995,580075466667;30,1718333333333;22,0908330555556;NA;NA;NA;NA
"349";"SP";2012;84,360960300885;189,454255319149;119,375;938,947964846939;27,477091965812;16,3638170720721;"2012";175137;17525;30,5851990156278
"350";"TO";2012;85,8757042083333;206,36;121,752777777778;977,403951833333;33,335128828125;21,32919475;NA;NA;NA;NA
"351";"AC";2013;119,239603444444;152,716666666667;198,672222222222;990,910589333333;31,8452333888889;21,8618343055556;NA;NA;NA;NA
"352";"AL";2013;82,0424165660377;226,952380952381;93,9824561403509;968,97650492;30,3908595185185;21,4935044814815;NA;NA;NA;NA
"353";"AM";2013;133,929399357576;155,02109375;239,444047619048;1000,42495047619;32,4186949636364;23,4230059879518;NA;NA;NA;NA
"354";"AP";2013;116,6648475;216,35;237,716666666667;1008,275;31,9829653333333;24,0295358333333;NA;NA;NA;NA
"355";"BA";2013;60,5523830574324;208,767808219178;77,4194444444444;961,715333942652;30,7734657263844;19,8446180032051;"2013";134511,1;12494,4;13,4063285483503
"356";"CE";2013;57,0826501162791;237,427131782946;64,4418604651163;967,047779910112;32,9269563178295;22,1370414341085;NA;NA;NA;NA
"357";"DF";2013;68,6721581666667;197,436363636364;127,420833333333;890,192353958333;27,3223826666667;16,2001000833333;NA;NA;NA;NA
"358";"ES";2013;88,7357788333333;185,8625;140,8125;1013,09072;29,6584741666667;21,2208552916667;"2013";453167;45915;25,811676490124
"359";"GO";2013;80,9471354322034;196,972857142857;132,894166666667;933,26992610084;30,8531798655462;18,8048428907563;"2013";6382,6;1495;41,5974681164416
"360";"MA";2013;90,7543682237762;216,442957746479;119,771527777778;992,815690317308;33,7768340153846;23,2400632318841;NA;NA;NA;NA
"361";"MG";2013;71,8336175096154;197,186118251928;113,484555984556;932,385207768638;29,2774837191489;17,2512939235537;"2013";1037797;193981;26,6526112524896
"362";"MS";2013;92,0712770425532;206,844827586207;110,388679245283;963,305006095238;31,2742371388889;18,2243167241379;NA;NA;NA;NA
"363";"MT";2013;94,4387263464567;189,110576923077;157,106106870229;980,164205367521;32,9523841587302;20,4892339761905;"2013";20890;1251;8,2096696984203
"364";"PA";2013;121,424820028409;194,419108280255;187,703351955307;998,918952590909;32,4152467209302;23,2517654825581;"2013";6383;95;19,0662697791007
"365";"PB";2013;61,318420375;236,2;82,2152777777778;965,587204015873;31,2764438333333;21,5993460416667;NA;NA;NA;NA
"366";"PE";2013;48,8541934421053;221,405319148936;63,68125;947,509906741176;30,42202409375;21,0476846511628;NA;NA;NA;NA
"367";"PI";2013;65,3041194689655;246,597793103448;71,7790849673203;981,725408317073;34,6116808026316;22,2254978732394;NA;NA;NA;NA
"368";"PR";2013;81,4856661979167;171,196202531646;152,6625;930,815333552941;25,7404281842105;14,9176155368421;"2013";65150;16810;25,3261703760553
"369";"RJ";2013;89,864472119403;155,633333333333;117,850704225352;977,075363909091;28,6493268550725;18,8527705652174;"2013";13276;4;21,1660138595963
"370";"RN";2013;50,9189095595238;256,830120481928;65,8452380952381;989,67803645098;33,3347106666667;23,2742920595238;NA;NA;NA;NA
"371";"RO";2013;NA;NA;NA;NA;NA;NA;"2013";102840;5465;13,195254764683
"372";"RR";2013;113,818857130435;176,38125;166,304166666667;NA;33,3658235416667;24,1082720416667;NA;NA;NA;NA
"373";"RS";2013;69,7396700591133;199,356650246305;136,712962962963;960,022915825758;23,6069634398148;13,4258141162791;NA;NA;NA;NA
"374";"SC";2013;70,04159028125;174,82380952381;160,640476190476;916,349486150943;23,0547975;13,1754972105263;NA;NA;NA;NA
"375";"SE";2013;82,4346082777778;198,991666666667;90,9611111111111;996,821235823529;30,4671189166667;22,3454140277778;NA;NA;NA;NA
"376";"SP";2013;83,1601099166667;167,388888888889;112,339694656489;935,543860421687;27,0019416388889;15,7207411188119;"2013";162328,5;17027,5;24,7036102717637
"377";"TO";2013;92,5482175138889;202,068333333333;153,2375;977,377495972222;33,5172189402985;21,9804751791045;NA;NA;NA;NA
"378";"AC";2014;117,339275485714;142,058333333333;210;991,158709217391;31,57792925;22,1486679444444;NA;NA;NA;NA
"379";"AL";2014;84,6866197241379;223,225925925926;100,050847457627;974,103376142857;30,1638627931034;21,145430877193;NA;NA;NA;NA
"380";"AM";2014;130,9952028375;147,231578947368;221,789285714286;999,333325307692;32,4800761165644;23,5274595731707;NA;NA;NA;NA
"381";"AP";2014;106,5672705;216,866666666667;210,708333333333;1009,33086;31,9243861666667;23,9491864166667;NA;NA;NA;NA
"382";"BA";2014;62,414584510274;210,598545454545;65,2256965944272;962,826135819149;30,3001107346939;19,2473077711599;"2014";143939;13262,4;16,4740897185613
"383";"CE";2014;53,8446871048387;231,770833333333;66,2515625;969,015330593407;32,5818800944882;21,7328653307087;NA;NA;NA;NA
"384";"DF";2014;65,0552164166667;204,86;119,15652173913;890,59022373913;27,4527061304348;16,2316356521739;NA;NA;NA;NA
"385";"ES";2014;88,555496625;211,833333333333;87,6166666666667;1012,75654285714;29,7170721666667;21,2805602916667;"2014";433242;41443;29,5578452689259
"386";"GO";2014;78,0456513865546;207,51;119,163025210084;933,761423915254;31,2191354051724;18,7026221864407;"2014";6136,8;1571;38,5542953982532
"387";"MA";2014;88,5397261521739;210,823529411765;122,131944444444;992,527046489796;33,6600536216216;23,0136250735294;NA;NA;NA;NA
"388";"MG";2014;61,8658944780488;225,240526315789;67,8195266272189;932,694712464752;29,8950341788235;16,937123186722;"2014";995079;206340;22,7560826828825
"389";"MS";2014;107,569121941176;209,42380952381;124,284615384615;955,659350166667;31,6140925714286;19,280298625;NA;NA;NA;NA
"390";"MT";2014;98,1240369217391;186,694565217391;145,060504201681;980,012546029126;33,1142967142857;20,5848563391304;"2014";20115;1683;8,24260502112851
"391";"PA";2014;110,191525255682;201,234355828221;191,557222222222;998,171518111111;32,2942087151163;23,1765309775281;"2014";4377;65;15,6956819739548
"392";"PB";2014;68,4137025138889;230,084126984127;78,6458333333333;966,129854968254;31,116564969697;21,0019519305556;NA;NA;NA;NA
"393";"PE";2014;58,5165126947368;219,181720430108;75,521875;950,273654488636;29,7463794791667;20,3642839456522;NA;NA;NA;NA
"394";"PI";2014;71,0201664335664;247,083333333333;80,1444444444444;982,121846827161;34,2540396776316;21,7633567837838;NA;NA;NA;NA
"395";"PR";2014;88,2692258125;172,708333333333;154,371875;931,275437894118;26,5277903194444;15,9813837291667;"2014";33251;22248;16,7994947520375
"396";"RJ";2014;68,3321283913044;204,7;67,5042253521127;972,575092206897;29,6316291549296;18,5356021830986;"2014";12783;0;22,866306813737
"397";"RN";2014;59,2278171309524;248,640963855422;73,3190476190476;990,003763196078;32,9840598452381;22,9098507380952;NA;NA;NA;NA
"398";"RO";2014;NA;NA;NA;NA;NA;NA;"2014";86004;8040;17,1766545742059
"399";"RR";2014;80,7359783043478;195,466666666667;108,416666666667;NA;33,9601527083333;24,2697745;NA;NA;NA;NA
"400";"RS";2014;77,8022199787234;185,222159090909;172,295212765957;956,556497172414;24,5801165;14,9467722978723;NA;NA;NA;NA
"401";"SC";2014;82,7916022361111;169,0375;186,24875;916,399410283019;24,1612787875;14,6163704125;NA;NA;NA;NA
"402";"SE";2014;77,7591682222222;193,655555555556;79,2083333333333;996,661789625;30,1532736666667;22,0776554722222;NA;NA;NA;NA
"403";"SP";2014;72,6983738787879;189,422988505747;83,264347826087;936,836809621212;28,14630953125;16,4319417021277;"2014";199686;12350;22,980078723596
"404";"TO";2014;94,4796700277778;205,876666666667;142,473611111111;977,876914402778;33,18605278125;21,6998819722222;NA;NA;NA;NA
"405";"AC";2015;127,688366571429;91,55;331,275;993,580815333333;30,5678024285714;22,813321;NA;NA;NA;NA
"406";"AL";2015;44,1650091538462;249,592307692308;40,0428571428571;974,033617166667;32,9687804615385;22,1949206153846;NA;NA;NA;NA
"407";"AM";2015;138,667753157895;115,704;281,428571428571;998,080467;31,9866782;23,4903137179487;NA;NA;NA;NA
"408";"AP";2015;136,489508333333;161,466666666667;326;NA;31,3959573333333;23,457373;NA;NA;NA;NA
"409";"BA";2015;73,3458038108108;228,001470588235;63,4246913580247;962,923639424657;32,042326046875;20,5107437625;"2015Prev";147656,5;11770,4;15,9403751274072
"410";"CE";2015;90,8538233939394;205,103333333333;123,057575757576;963,646158476191;32,5950148484849;22,2902751515152;NA;NA;NA;NA
"411";"DF";2015;94,1282736666667;184,5;189,733333333333;886,975921333333;27,4003073333333;18,012865;NA;NA;NA;NA
"412";"ES";2015;64,381087;250,866666666667;62,9666666666667;1012,3;33,00085;23,7389786666667;"2015Prev";435273;42057;26,2168799810694
"413";"GO";2015;116,610739233333;183,361111111111;201,046666666667;932,843395533333;31,0043766666667;20,2430473666667;"2015Prev";6136,8;1571;45,3656628861948
"414";"MA";2015;115,882471424242;157,1;201,662857142857;991,059160565217;32,1940439375;22,9175956666667;NA;NA;NA;NA
"415";"MG";2015;99,0117068585859;211,312941176471;144,561344537815;930,872095221053;31,1703875544554;19,4684950956522;"2015Prev";973581;234576;23,3252292310552
"416";"MS";2015;124,144553166667;241,166666666667;187,75;950,951369833333;32,4383256666667;21,3478853333333;NA;NA;NA;NA
"417";"MT";2015;135,38175337037;158,93;230,081481481481;979,285349125;32,6976353703704;21,750068;"2015Prev";20115;1683;8,2475764354959
"418";"PA";2015;129,705543444444;146,260975609756;291,193333333333;994,982161928571;31,4237737179487;22,8613846666667;"2015Prev";4377;65;15,6728352753027
