"","Estacao","Data","Hora","EvapoBHReal","InsolacaoTotal","PrecipitacaoTotal","PressaoMedia","TempMaximaMedia","TempMinimaMedia","X"
"1",82294,"31/01/2000",0,"","191.6","97.5","","31.374194","23.309677",NA
"2",82294,"29/02/2000",0,"","158.9","111.2","","30.803448","23.431034",NA
"3",82294,"31/03/2000",0,"","167.3","188.8","","30.825806","23.370968",NA
"4",82294,"30/04/2000",0,"","144.2","530.4","","30.65","23.173333",NA
"5",82294,"31/05/2000",0,"","203.9","80.1","","31.806452","23.280645",NA
"6",82294,"30/06/2000",0,"","248.7","87","","31.946667","22.316667",NA
"7",82294,"31/07/2000",0,"","255.5","56","","32.151613","22.603226",NA
"8",82294,"31/08/2000",0,"","273.3","10.4","","32.83871","22.312903",NA
"9",82294,"30/09/2000",0,"","270","23.9","","32.55","23.556667",NA
"10",82294,"31/03/2001",0,"","138.2","135.5","","31.419355","23.493548",NA
"11",82294,"30/09/2001",0,"","","0","","","",NA
"12",82294,"31/10/2001",0,"","299.6","0.3","","33.293548","23.406452",NA
"13",82294,"30/11/2001",0,"","","0","","33.33","24.27931",NA
"14",82294,"31/12/2001",0,"","","9.7","","33.992857","24.528571",NA
"15",82294,"31/01/2002",0,"","","149.6","1010.02967","31.353333","23.574194",NA
"16",82294,"28/02/2002",0,"","","44.3","","32.314815","23.311538",NA
"17",82294,"31/03/2002",0,"","","292.4","","31.325806","23.406667",NA
"18",82294,"30/04/2002",0,"","134.7","248.5","","30.775","23.510345",NA
"19",82294,"31/05/2002",0,"","213.2","148.2","","31.551613","23.354839",NA
"20",82294,"30/06/2002",0,"","213.3","72","1012.23","31.856667","22.843333",NA
"21",82294,"31/07/2002",0,"","","0","","","",NA
"22",82294,"31/08/2002",0,"","298.8","6.1","","33.413333","22.774194",NA
"23",82294,"30/09/2002",0,"","287.7","0.9","","33.026667","22.98",NA
"24",82294,"31/10/2002",0,"","302.5","0.3","","33.419355","24.048387",NA
"25",82294,"30/11/2002",0,"","306.1","2.1","","33.246667","23.693333",NA
"26",82294,"31/12/2002",0,"","264.6","2","","33.235484","24.066667",NA
"27",82294,"31/01/2003",0,"146.946032","233.3","111.8","","31.983871","22.051613",NA
"28",82294,"28/02/2003",0,"128.757918","88.4","323.3","","30.2","23.332143",NA
"29",82294,"31/03/2003",0,"141.615478","120.8","544.9","","30.483871","23.29",NA
"30",82294,"30/04/2003",0,"137.709315","138.8","194.5","","30.996667","23.433333",NA
"31",82294,"31/05/2003",0,"142.720927","207.8","108.6","","31.9","23.267742",NA
"32",82294,"30/06/2003",0,"114.279073","247.2","48.4","","31.583333","22.406667",NA
"33",82294,"31/07/2003",0,"48.4","","","","","",NA
"34",82294,"31/08/2003",0,"9.6","306.4","9.6","","33.125806","22.503226",NA
"35",82294,"30/09/2003",0,"","307.2","0.2","1011.74","33.813333","23.33",NA
"36",82294,"31/10/2003",0,"","302.7","1.6","1010.2","33.732258","24.077419",NA
"37",82294,"30/11/2003",0,"","301.3","0.7","","33.936667","24.113793",NA
"38",82294,"31/12/2003",0,"","285.7","1","","33.758065","24.548387",NA
"39",82294,"31/01/2004",0,"","149.8","457.4","","31.316129","24.070968",NA
"40",82294,"29/02/2004",0,"","163.3","354.6","","30.717241","23.327586",NA
"41",82294,"31/03/2004",0,"","167.7","159.9","","31.641935","23.612903",NA
"42",82294,"30/04/2004",0,"","181.1","138.1","","31.94","23.383333",NA
"43",82294,"31/05/2004",0,"","269.3","49.4","","32.796774","23.109677",NA
"44",82294,"30/06/2004",0,"","232.9","72.6","","31.866667","22.041379",NA
"45",82294,"31/08/2004",0,"","293","0.2","1012.935","33.374194","22.59",NA
"46",82294,"30/09/2004",0,"","307.8","0","1011.24","33.843333","23.523333",NA
"47",82294,"31/10/2004",0,"","322.8","0","","33.73871","23.353333",NA
"48",82294,"30/11/2004",0,"","305.7","0","","33.656667","23.26",NA
"49",82294,"31/12/2004",0,"","279.2","0.2","","33.280645","23.235484",NA
"50",82294,"31/01/2005",0,"","232.4","3","1008.98871","33.216129","23.735484",NA
"51",82294,"28/02/2005",0,"","176.7","61.2","","33.178571","24.342857",NA
"52",82294,"31/03/2005",0,"","188.8","79","","32.729032","24.029032",NA
"53",82294,"30/04/2005",0,"","188.7","216","1009.69","32.103333","23.686667",NA
"54",82294,"31/05/2005",0,"","198.7","184.7","","32.187097","23.432258",NA
"55",82294,"30/06/2005",0,"","236.4","31.4","","32.373333","22.71",NA
"56",82294,"31/07/2005",0,"","","23.6","1012.69322","33.576667","22.57931",NA
"57",82294,"30/09/2005",0,"","299.3","0","","33.936667","22.84",NA
"58",82294,"31/10/2005",0,"","316.9","0","","33.56129","23.690323",NA
"59",82294,"30/11/2005",0,"","307.3","0","","34.143333","23.503448",NA
"60",82294,"31/12/2005",0,"","287.8","0.2","1008.3","33.996774","23.925806",NA
"61",82294,"31/01/2006",0,"","261.9","31.4","","33.651613","24.306452",NA
"62",82294,"28/02/2006",0,"","193.6","91.8","","31.653571","24.128571",NA
"63",82294,"31/03/2006",0,"","178.9","268.6","","31.070968","23.293548",NA
"64",82294,"30/04/2006",0,"","137.7","374.6","","31.046667","23.31",NA
"65",82294,"31/05/2006",0,"","179.6","196.3","","31.558065","23.022581",NA
"66",82294,"30/06/2006",0,"136.450658","208.3","94.1","","31.586667","22.710345",NA
"67",82294,"31/07/2006",0,"141.15307","","","","","",NA
"68",82294,"31/08/2006",0,"102.5","305.7","2.5","","33.2","22.412903",NA
"69",82294,"30/09/2006",0,"1.9","305.8","2.1","","33.713333","23.686667",NA
"70",82294,"31/10/2006",0,"0.1","323.4","0.1","","33.33871","23.42",NA
"71",82294,"30/11/2006",0,"1.1","301.9","1.1","","33.473333","23.676667",NA
"72",82294,"31/12/2006",0,"13.7","281.8","13.7","1010.35","32.980645","24.003226",NA
"73",82294,"31/01/2007",0,"17.4","262.4","17.4","","33.167742","24.164516",NA
"74",82294,"28/02/2007",0,"131.200448","141.5","276.8","","31.032143","23.692593",NA
"75",82294,"31/03/2007",0,"144.280472","141.8","158.6","","31.106452","23.345161",NA
"76",82294,"30/04/2007",0,"119.3","153","193","","31.146667","23.75",NA
"77",82294,"31/05/2007",0,"40.5","241.5","40.5","","32.351613","23.225806",NA
"78",82294,"30/06/2007",0,"40.3","276.4","40.3","","32.92","22.436667",NA
"79",82294,"31/08/2007",0,"0","315.9","0.6","","33.864516","23.1",NA
"80",82294,"30/09/2007",0,"0","299.1","0.6","","33.763333","23.54",NA
"81",82294,"31/10/2007",0,"0","310.1","0","","33.26129","23.835484",NA
"82",82294,"30/11/2007",0,"0.4","285.6","0.4","","33.31","24.42",NA
"83",82294,"31/12/2007",0,"30.4","258.3","29.8","","32.832258","24.232258",NA
"84",82294,"31/01/2008",0,"145.750704","175.6","161.7","","30.748387","23.680645",NA
"85",82294,"29/02/2008",0,"128.949296","205.4","115.5","","31.803448","23.486207",NA
"86",82294,"31/03/2008",0,"141.220284","126.2","358.6","","29.964516","23.229032",NA
"87",82294,"30/04/2008",0,"137.294154","136","489.5","1009.22","30.716667","23.356667",NA
"88",82294,"31/05/2008",0,"141.897618","190.8","154.2","","31.596774","23.125806",NA
"89",82294,"30/06/2008",0,"102.810092","209.1","41.8","","31.8","22.773333",NA
"90",82294,"31/07/2008",0,"30.018199","238.2","0.4","","33.106452","22.503226",NA
"91",82294,"30/09/2008",0,"5.317872","297.2","0","","33.506667","23.33",NA
"92",82294,"31/10/2008",0,"1.302324","300.7","0","","33.974194","24.051613",NA
"93",82294,"30/11/2008",0,"0.39043","282.5","0.1","","33.516667","23.366667",NA
"94",82294,"31/12/2008",0,"0.069651","279.2","0","","33.470968","23.7",NA
"95",82294,"31/01/2009",0,"148.072286","201.1","161.1","","31.941935","23.7",NA
"96",82294,"28/02/2009",0,"129.130319","145.6","414.6","","30.132143","23.171429",NA
"97",82294,"31/03/2009",0,"141.659547","128.4","452.2","","29.816129","23.441935",NA
"98",82294,"30/04/2009",0,"135.881824","115.1","698.3","1010.63","29.627586","23.263333",NA
"99",82294,"31/05/2009",0,"141.554486","125.3","276.7","","30.187097","23.296774",NA
"100",82294,"30/06/2009",0,"115.801349","204.5","138","1011.705","31.51","22.756667",NA
"101",82294,"31/08/2009",0,"27.967993","251.4","15.2","","32.606667","22.289655",NA
"102",82294,"30/09/2009",0,"6.290356","309.5","0.6","","32.866667","22.783333",NA
"103",82294,"31/10/2009",0,"1.711521","303.8","0.3","","32.312903","22.396774",NA
"104",82294,"30/11/2009",0,"0.826963","284.1","1.6","1009.62069","32.87","23.476667",NA
"105",82294,"31/12/2009",0,"4.27583","246.9","4.2","","33","24.135484",NA
"106",82294,"31/01/2010",0,"","211.1","36.1","","32.558065","23.412903",NA
"107",82294,"28/02/2010",0,"","212.5","22.2","","33.511538","24.942308",NA
"108",82294,"31/03/2010",0,"105.5","247.4","105.9","","32.93871","24.203226",NA
"109",82294,"30/04/2010",0,"143.087742","178","205.4","1009.58","32.42","24.16",NA
"110",82294,"31/05/2010",0,"","229.4","89.6","","32.674194","24.216667",NA
"111",82294,"30/06/2010",0,"83.140739","245.2","135.9","1011.355","32.82","22.94",NA
"112",82294,"31/07/2010",0,"21.182921","","1.1","","33.432258","22.864516",NA
"113",82294,"30/09/2010",0,"","295.1","0","","33.45","25.066667",NA
"114",82294,"31/10/2010",0,"","","0","","","",NA
"115",82294,"31/12/2010",0,"","","0","","","",NA
"116",82294,"31/01/2011",0,"144.612252","143.5","315.4","1007.6","30.916129","23.27",NA
"117",82294,"28/02/2011",0,"130.818432","159.7","170.3","","30.925926","23.388462",NA
"118",82294,"31/03/2011",0,"","","175.4","1015.4","29.96875","23.441176",NA
"119",82989,"31/01/2000",0,"","232.4","50.1","941.81828","29.893548","21.02",NA
"120",82989,"29/02/2000",0,"","215.6","289.6","943.366667","29.517241","20.824138",NA
"121",82989,"31/03/2000",0,"","216.7","64.9","942.322826","29.73871","20.945161",NA
"122",82989,"30/04/2000",0,"","211.3","69.1","943.45","29.026667","21.06",NA
"123",82989,"31/05/2000",0,"","195.2","95.1","944.989247","27.080645","20.143333",NA
"124",82989,"30/06/2000",0,"","134.5","185.1","947.532222","24.916667","19.266667",NA
"125",82989,"31/07/2000",0,"","161.6","146.5","947.456989","24.187097","18.496667",NA
"126",82989,"31/08/2000",0,"","197.3","112.3","948.252688","25.387097","18.216129",NA
"127",82989,"30/09/2000",0,"","201.3","66.7","947.003333","26.973333","18.524138",NA
"128",82989,"31/10/2000",0,"","276.9","5.5","946.358065","29.722581","19.116129",NA
"129",82989,"30/11/2000",0,"","235.2","56.2","943.543333","30.503333","20.283333",NA
"130",82989,"31/12/2000",0,"","246.9","101.9","944.490217","29.946667","20.029032",NA
"131",82989,"31/01/2001",0,"","259.8","8.8","945.387097","30.096774","19.419355",NA
"132",82989,"28/02/2001",0,"","199.3","12.3","944.128571","31.171429","20.639286",NA
"133",82989,"31/03/2001",0,"","251.3","251.2","944.778261","30.219355","20.696774",NA
"134",82989,"30/04/2001",0,"","240.1","21.2","945.541111","28.96","20.234483",NA
"135",82989,"31/05/2001",0,"","252.9","4.8","945.319355","30.322581","20.21",NA
"136",82989,"30/06/2001",0,"","140.8","118.5","948.1","25.12","18.613333",NA
"137",82989,"31/07/2001",0,"","141.4","183.3","948.638043","23.69","18.036667",NA
"138",82989,"31/08/2001",0,"","176.8","141.2","950.349462","23.909677","17.129032",NA
"139",82989,"30/09/2001",0,"","215","13.2","946.996667","28.066667","18.334483",NA
"140",82989,"31/10/2001",0,"","260.1","88.1","945.847312","29.432258","19.103333",NA
"141",82989,"30/11/2001",0,"","286","1.8","944.382222","31.333333","19.446667",NA
"142",82989,"31/12/2001",0,"","226.3","156.4","944.131183","30.648387","20.23871",NA
"143",82989,"31/01/2002",0,"","174.5","194.8","944.966667","27.419355","20.13871",NA
"144",82989,"28/02/2002",0,"","213.3","128.3","945.561905","28.214286","19.867857",NA
"145",82989,"31/03/2002",0,"","231.6","101.4","944.980645","29.351613","19.870968",NA
"146",82989,"30/04/2002",0,"","197.5","47.4","944.571111","28.943333","20.143333",NA
"147",82989,"31/05/2002",0,"","175.9","114.9","946.024731","26.654839","19.803226",NA
"148",82989,"30/06/2002",0,"","129.6","137.8","949.223333","24.223333","18.946667",NA
"149",82989,"31/07/2002",0,"","171.7","180.9","949.633871","25.119355","18.332258",NA
"150",82989,"31/08/2002",0,"","206.7","76.8","949.701613","25.148387","17.864516",NA
"151",82989,"30/09/2002",0,"","254","19.7","948.023333","28.696667","18.293333",NA
"152",82989,"31/10/2002",0,"","284","7.6","946.690323","30.193548","18.735484",NA
"153",82989,"30/11/2002",0,"","270.1","8.1","946.205","31.396667","19.833333",NA
"154",82989,"31/12/2002",0,"","258.3","24.1","945.401613","31.748387","20.451613",NA
"155",82989,"31/01/2003",0,"142.589826","","0","","","",NA
"156",82989,"28/02/2003",0,"125.498246","194.3","105.5","945.825455","30","20.603571",NA
"157",82989,"31/03/2003",0,"137.827948","227.4","73.2","945.433871","30.393548","20.880645",NA
"158",82989,"30/04/2003",0,"53.873806","248.3","40.8","945.973333","30.203333","20.733333",NA
"159",82989,"30/06/2003",0,"119.327394","150.8","51.2","948","25.366667","18.553333",NA
"160",82989,"31/07/2003",0,"96.372606","176.1","64.5","949.727419","25.158065","17.754839",NA
"161",82989,"31/08/2003",0,"21.2","218.3","21.2","949.503279","26.719355","18.029032",NA
"162",82989,"30/09/2003",0,"30.2","224","30.2","948.621667","28.336667","18.246667",NA
"163",82989,"31/10/2003",0,"87.9","246.1","87.9","946.782258","29.229032","18.745161",NA
"164",82989,"30/11/2003",0,"40.3","252.9","40.9","945.15","29.79","19.543333",NA
"165",82989,"31/12/2003",0,"0.3","290.8","0.3","945.122581","31.690323","20.232258",NA
"166",82989,"31/01/2004",0,"142.692996","172.9","233.8","944.293443","29.229032","20.496774",NA
"167",82989,"29/02/2004",0,"131.172002","225.4","43.8","945.581034","28.672414","20.158621",NA
"168",82989,"31/03/2004",0,"","","0","945.511111","","",NA
"169",82989,"30/04/2004",0,"8.8","230.4","8.8","945.761667","30.096667","20.156667",NA
"170",82989,"30/06/2004",0,"117.975255","127.3","153.9","949.693333","24.43","18.18",NA
"171",82989,"31/07/2004",0,"120.903528","157.2","83.7","948.743548","24.358065","17.329032",NA
"172",82989,"31/08/2004",0,"123.205648","190.2","91.7","949.963934","24.586207","17.145161",NA
"173",82989,"30/09/2004",0,"76.290824","202.5","59","948.686667","26.483333","17.486667",NA
"174",82989,"31/10/2004",0,"0","297.5","0","946.198387","30.432258","18.432258",NA
"175",82989,"30/11/2004",0,"88.6","263.2","87.7","945.128333","31.506667","19.12",NA
"176",82989,"31/12/2004",0,"","289.5","35.2","944.669355","31.587097","19.445161",NA
"177",82989,"31/01/2005",0,"","284","59","944.503226","31.386667","20.345161",NA
"178",82989,"31/03/2005",0,"","199.2","147.9","945.317544","30.655172","20.751724",NA
"179",82989,"30/04/2005",0,"","239.1","74.2","945.96","28.676667","20.331034",NA
"180",82989,"31/05/2005",0,"","149.3","283.6","946.691935","25.651613","19.522581",NA
"181",82989,"30/06/2005",0,"","143.3","159.4","948.128333","24.39","18.56",NA
"182",82989,"31/07/2005",0,"","137.6","186.7","949.940323","23.277419","17.274194",NA
"183",82989,"31/08/2005",0,"","158.9","154.7","949.558065","23.954839","17.145161",NA
"184",82989,"30/09/2005",0,"","230.4","53.9","948.503333","27.21","17.55",NA
"185",82989,"31/10/2005",0,"","296.6","0.1","946.909677","30.267742","18.229032",NA
"186",82989,"30/11/2005",0,"","277.7","7","944.81","31.72","18.99",NA
"187",82989,"31/12/2005",0,"","254.2","18.5","944.13871","30.383871","19.587097",NA
"188",82989,"31/01/2006",0,"","263.6","0","944.777419","31.090323","19.525806",NA
"189",82989,"31/03/2006",0,"","225.6","73.4","944.870175","30.876667","21.110345",NA
"190",82989,"30/04/2006",0,"","208.1","60.3","944.753333","29.493333","20.993333",NA
"191",82989,"31/05/2006",0,"","166.9","188.1","947.403279","26.296774","19.477419",NA
"192",82989,"30/06/2006",0,"116.049912","104.2","241.6","948.568333","23.676667","18.14",NA
"193",82989,"31/07/2006",0,"118.914488","128.1","308.6","949.553226","23.067742","17.564516",NA
"194",82989,"31/08/2006",0,"122.804281","210.5","58","949.058065","24.983871","17.354839",NA
"195",82989,"30/09/2006",0,"124.147733","235.6","95.8","948.471667","26.983333","17.646667",NA
"196",82989,"31/10/2006",0,"34.947986","275.1","28.8","946.006452","30.235484","18.864516",NA
"197",82989,"30/11/2006",0,"20.4","268.2","20.4","944.613333","31.396667","19.423333",NA
"198",82989,"31/12/2006",0,"0","299.5","0","945.496774","32.264516","19.983871",NA
"199",82989,"31/01/2007",0,"2.9","273.9","2.9","945.164516","32.632258","20.096774",NA
"200",82989,"31/03/2007",0,"130.863724","206.8","178.6","945.836207","27.253333","19.527586",NA
"201",82989,"30/04/2007",0,"125.984145","205.7","63.2","946.086667","28.143333","19.39",NA
"202",82989,"31/05/2007",0,"124.333477","159.6","207.7","946.977419","25.745161","18.793548",NA
"203",82989,"30/06/2007",0,"116.850874","168.5","163.4","948.92","24.566667","17.653333",NA
"204",82989,"31/07/2007",0,"120.122496","170.6","135.7","949.135484","24.429032","16.887097",NA
"205",82989,"31/08/2007",0,"120.134793","164","176.7","949.317742","23.816129","16.433333",NA
"206",82989,"30/09/2007",0,"120.109165","198.5","73.6","949.648333","25.666667","16.696667",NA
"207",82989,"31/10/2007",0,"54.790835","270","1.3","946.875806","29.351613","17.219355",NA
"208",82989,"30/11/2007",0,"1.8","285.2","1.8","944.701667","31.33","18.382759",NA
"209",82989,"31/12/2007",0,"7.7","265","7.7","944.241935","31.516129","18.777419",NA
"210",82989,"31/01/2008",0,"0.2","256","0.2","944.258065","31.583871","18.854839",NA
"211",82989,"31/03/2008",0,"135.172024","205.8","175.4","944.613559","29.02","19.273333",NA
"212",82989,"30/04/2008",0,"127.022064","217.8","138.6","944.411667","28.073333","19.23",NA
"213",82989,"31/05/2008",0,"126.194166","138.5","142.4","946.493548","25.670968","18.348387",NA
"214",82989,"30/06/2008",0,"106.740953","136.4","93.2","948.128333","24.23","16.833333",NA
"215",82989,"31/07/2008",0,"117.556425","143.1","260.3","949.495161","23.4","16.012903",NA
"216",82989,"31/08/2008",0,"111.561824","160.5","72.7","948.082258","24.932258","16.241935",NA
"217",82989,"30/09/2008",0,"57.314144","220.2","16.9","948.428333","27.533333","16.813333",NA
"218",82989,"31/10/2008",0,"25.562373","269.5","10.8","947.253226","29.848387","17.370968",NA
"219",82989,"30/11/2008",0,"4.534303","302","0","944.626667","32.243333","17.983333",NA
"220",82989,"31/12/2008",0,"63.351764","279.6","63.4","944.059677","31.748387","18.729032",NA
"221",82989,"31/01/2009",0,"5.918789","257.4","5.4","944.743548","31.909677","19.158065",NA
"222",82989,"31/03/2009",0,"97.156153","270.1","78.5","943.835088","31.851724","19.531034",NA
"223",82989,"30/04/2009",0,"128.919934","210.2","217.7","945.368333","28.866667","19.23",NA
"224",82989,"31/05/2009",0,"124.779569","111.2","454.5","946.291935","25.493548","19.135484",NA
"225",82989,"30/06/2009",0,"119.761535","153.7","159.1","947.936667","24.81","19.416667",NA
"226",82989,"31/07/2009",0,"123.1677","168.6","130.9","948.733871","24.716129","18.696774",NA
"227",82989,"31/08/2009",0,"125.179367","148.9","159.8","948.587097","24.796774","18.451613",NA
"228",82989,"30/09/2009",0,"87.86216","255.8","23.2","948.355","28.02","18.69",NA
"229",82989,"31/10/2009",0,"48.117094","196.9","23.9","945.661224","30.348","19.952",NA
"230",82989,"30/11/2009",0,"8.88908","306.6","0.8","944.816667","30.896667","19.503333",NA
"231",82989,"31/12/2009",0,"29.250899","229.4","27.3","944.996774","30.125806","20.625806",NA
"232",82989,"31/01/2010",0,"21.120741","248.1","20.5","945.374194","29.677419","20.441935",NA
"233",82989,"31/03/2010",0,"59.116563","224.5","46.9","945.012281","30.396552","21.337931",NA
"234",82989,"30/04/2010",0,"128.918245","193.3","165.3","945.655","27.713333","21.103333",NA
"235",82989,"31/05/2010",0,"97.149763","223","79.9","946.280645","26.5","20.403226",NA
"236",82989,"30/06/2010",0,"117.933075","96.6","293.5","948.718333","23.16","19.056667",NA
"237",82989,"31/07/2010",0,"","","13","","","",NA
"238",82989,"30/09/2010",0,"5.794405","","4.4","","","",NA
"239",82989,"31/10/2010",0,"21.216462","260.2","21.5","945.898387","29.890323","19.174194",NA
"240",82989,"30/11/2010",0,"0.141798","311.1","0","944.158333","31.856667","19.233333",NA
"241",82989,"31/12/2010",0,"69.125147","244","69.1","942.920968","31.367742","20.096774",NA
"242",82989,"31/01/2011",0,"73.109197","246","73.1","943.66129","30.925806","20.480645",NA
"243",82989,"31/03/2011",0,"","271.2","178.4","944.182456","30.275862","21.258621",NA
"244",82989,"30/04/2011",0,"77.006648","199.5","76.2","945.2","28.393333","20.84",NA
"245",82989,"31/05/2011",0,"124.260382","112.7","196.2","946.383871","25.141935","19.693548",NA
"246",82989,"30/06/2011",0,"119.002096","172.6","124.8","947.891667","25.306667","18.82",NA
"247",82989,"31/07/2011",0,"120.116673","123.5","211.1","948.459677","23.748387","17.812903",NA
"248",82989,"31/08/2011",0,"116.477934","229.4","80.4","948.948387","26.080645","17.767742",NA
"249",82989,"30/09/2011",0,"120.916888","178.6","150.7","949.585","25.846667","17.513333",NA
"250",82989,"31/10/2011",0,"102.902319","253.7","48.1","945.319355","29.448387","19.096774",NA
"251",82989,"30/11/2011",0,"111.85019","253.4","101.2","945.09","29.296667","19.07",NA
"252",82989,"31/12/2011",0,"21.922303","290.3","0.3","944.598387","31.987097","19.912903",NA
"253",82989,"31/01/2012",0,"5.933925","266.9","0.7","945.075806","31.467742","19.990323",NA
"254",82989,"31/03/2012",0,"17.911447","271.1","9.8","945.583051","31.13","19.953333",NA
"255",82989,"30/04/2012",0,"8.323334","256.8","6.7","945.776667","30.8","19.826667",NA
"256",82989,"31/05/2012",0,"49.966662","236.4","49.6","947.270968","28.864516","19.264516",NA
"257",82989,"30/06/2012",0,"57.442974","199.2","57.3","948.536667","27.343333","18.876667",NA
"258",82989,"31/07/2012",0,"121.294664","155.3","167.8","949.016129","24.022581","17.509677",NA
"259",82989,"31/08/2012",0,"116.650677","201.9","112.5","950.312903","24.919355","16.967742",NA
"260",82989,"30/09/2012",0,"55.508622","241.5","29.3","949.59","27.92","17.353333",NA
"261",82989,"31/10/2012",0,"29.085397","254.2","17.9","946.920968","29.267742","18.293548",NA
"262",82989,"30/11/2012",0,"12.949806","277.5","9.2","944.29","32.72","19.813333",NA
"263",82989,"31/12/2012",0,"1.445467","278.7","0.4","944.229032","32.293548","19.836667",NA
"264",82989,"31/01/2013",0,"58.785995","223.3","55.6","945.23871","31.587097","20.358065",NA
"265",82989,"31/03/2013",0,"5.8","245.4","5.8","945.163158","32.210345","20.734483",NA
"266",82989,"30/04/2013",0,"132.116388","219.7","144.4","945.915","30.68","20.36",NA
"267",82989,"31/05/2013",0,"126.80457","195","126.7","947.037097","26.932258","19.490323",NA
"268",82989,"30/06/2013",0,"60.762916","200.9","54.8","947.876667","26.83","18.686667",NA
"269",82989,"31/07/2013",0,"122.357915","170.4","193.5","948.967742","24.825806","17.567742",NA
"270",82989,"31/08/2013",0,"111.971862","211.8","88.6","948.737097","25.770968","17.132258",NA
"271",82989,"30/09/2013",0,"58.818915","245.4","24","948.428333","28.663333","17.416667",NA
"272",82989,"31/10/2013",0,"135.267575","276.2","151.2","947.001613","29.467742","18.222581",NA
"273",82989,"30/11/2013",0,"33.898121","238.7","8.6","944.783333","30.31","18.55",NA
"274",82989,"31/12/2013",0,"78.220477","251.5","73.1","944.525806","31.196774","19.748387",NA
"275",82989,"31/01/2014",0,"19.207393","272.1","15.7","945.612903","31.254839","19.016129",NA
"276",82989,"31/03/2014",0,"56.463973","230.3","55.9","945.548276","31.176667","19.827586",NA
"277",82989,"30/04/2014",0,"102.307918","217.6","102.2","945.911667","29.793333","19.96",NA
"278",82989,"31/05/2014",0,"126.461531","165.7","169","946.782258","26.019355","18.635484",NA
"279",82989,"30/06/2014",0,"96.784994","184.2","83.8","948.266667","26.08","17.846667",NA
"280",82989,"31/07/2014",0,"122.327917","178.3","156.2","950.353226","25.203226","16.996774",NA
"281",82989,"31/08/2014",0,"120.537595","214.6","116.2","949.804839","25.429032","16.3",NA
"282",82989,"30/09/2014",0,"123.032807","225","120.3","948.618644","27.968966","16.783333",NA
"283",82989,"31/10/2014",0,"110.14565","232.5","91.5","947.648387","28.067742","17.309677",NA
"284",82989,"30/11/2014",0,"53.489842","254.3","28.5","945.385","30.72","18.5",NA
"285",82989,"31/12/2014",0,"73.088043","244","66.2","945.801613","30.632258","18.654839",NA
"286",82989,"31/01/2015",0,"10.297162","272.5","5.7","946.498387","31.674194","18.722581",NA
"287",82989,"31/03/2015",0,"8.1","245.1","8.1","945.413462","32.096552","19.317241",NA
"288",83595,"31/01/2000",0,"","181.4","215.8","","33.164516","19.6",NA
"289",83595,"29/02/2000",0,"","237.3","41.3","","34.462069","20",NA
"290",83595,"31/03/2000",0,"","207.2","71.5","","32.993548","20.4",NA
"291",83595,"30/04/2000",0,"","254.5","22.6","","32.876667","16",NA
"292",83595,"31/05/2000",0,"","201.7","3.8","","30.477419","13.6",NA
"293",83595,"30/06/2000",0,"","222.7","2.6","","30.193333","10.4",NA
"294",83595,"31/07/2000",0,"","188.5","1.7","","28.748387","13.1",NA
"295",83595,"31/08/2000",0,"","214.6","11.9","","30.648387","11.5",NA
"296",83595,"30/09/2000",0,"","164.5","36","","29.69","14.9",NA
"297",83595,"31/10/2000",0,"","237.1","11","","34.725806","19.2",NA
"298",83595,"30/11/2000",0,"","156.8","204.4","","31.213333","19.8",NA
"299",83595,"31/12/2000",0,"","216","218","","32.854839","18.6",NA
"300",83595,"31/01/2001",0,"","272.7","70.1","","34.074194","22.696774",NA
"301",83595,"28/02/2001",0,"","264.8","6","","36.7","23.760714",NA
"302",83595,"31/03/2001",0,"","274","75.7","","35.419355","22.964516",NA
"303",83595,"30/04/2001",0,"","254","34.2","1006.32","34.406667","21.836667",NA
"304",83595,"31/05/2001",0,"","209","39.3","","31.258065","19.33871",NA
"305",83595,"30/06/2001",0,"","185.8","10.2","","30.276667","17.94",NA
"306",83595,"31/07/2001",0,"","228.6","2","","30.829032","16.674194",NA
"307",83595,"31/08/2001",0,"","219.2","11.7","","30.016129","17.8",NA
"308",83595,"30/09/2001",0,"","157.2","41.8","1008.37","30.096667","19.016667",NA
"309",83595,"31/10/2001",0,"","181.2","81.3","","30.758065","19.883871",NA
"310",83595,"30/11/2001",0,"","171.4","323.5","","31.65","22.173333",NA
"311",83595,"31/12/2001",0,"","156.9","212.8","","31.835484","22.103226",NA
"312",83595,"31/01/2002",0,"","","112.8","1002.52967","33.236667","22.416129",NA
"313",83595,"28/02/2002",0,"","","143.4","1003.25","33.092857","22.685714",NA
"314",83595,"31/03/2002",0,"","","65.3","1005.6","33.948387","22.519355",NA
"315",83595,"30/04/2002",0,"","250.5","22.4","","33.617241","20.836667",NA
"316",83595,"31/05/2002",0,"","233.3","78.2","1007.33956","31.626667","18.970968",NA
"317",83595,"30/06/2002",0,"","202.5","3.4","","30.637931","18.02",NA
"318",83595,"31/07/2002",0,"","201.4","6.7","","30.670968","17.258065",NA
"319",83595,"31/08/2002",0,"","","33.3","","31.348276","18.270968",NA
"320",83595,"30/09/2002",0,"","138.9","137.8","","29.146667","19.116129",NA
"321",83595,"31/10/2002",0,"","258.3","17.6","","33.493548","20.8",NA
"322",83595,"30/11/2002",0,"","196.5","273.3","","32.376667","22.31",NA
"323",83595,"31/12/2002",0,"","155.1","237.7","","33.380645","22.925806",NA
