"","Estacao","Data","Hora","EvapoBHReal","InsolacaoTotal","PrecipitacaoTotal","PressaoMedia","TempMaximaMedia","TempMinimaMedia","X"
"15451",83536,"31/07/2000",0,"",NA,"16",NA,"29.535484","11.832258",NA
"15452",83536,"31/08/2000",0,"",NA,"24",NA,"30.651613","13.025806",NA
"15453",83536,"30/09/2000",0,"",NA,"57",NA,"31.36","16.26",NA
"15454",83536,"31/10/2000",0,"",NA,"20",NA,"35.141935","18.445161",NA
"15455",83536,"30/11/2000",0,"",NA,"181",NA,"29.086667","18.926667",NA
"15456",83536,"31/12/2000",0,"",NA,"191",NA,"30.245161","20.070968",NA
"15457",83536,"31/01/2001",0,"",NA,"106",NA,"31.374194","19.380645",NA
"15458",83536,"28/02/2001",0,"",NA,"47",NA,"33.864286","19.942857",NA
"15459",83536,"31/03/2001",0,"","0","136",NA,"32.180645","19.290323",NA
"15460",83536,"30/04/2001",0,"",NA,"0",NA,"32.56","17.26",NA
"15461",83536,"31/05/2001",0,"",NA,"23",NA,"29.690323","14.922581",NA
"15462",83536,"30/06/2001",0,"",NA,"0",NA,"28.7","12.833333",NA
"15463",83536,"30/09/2001",0,"",NA,"0",NA,"","",NA
"15464",83536,"31/10/2001",0,"",NA,"0",NA,"","",NA
"15465",83536,"30/11/2001",0,"",NA,"205.8",NA,"30.213333","19.52",NA
"15466",83536,"31/12/2001",0,"",NA,"34",NA,"","",NA
"15467",83536,"31/01/2002",0,"",NA,"0",NA,"","",NA
"15468",83536,"28/02/2002",0,"",NA,"238.5",NA,"30.017857","19.610714",NA
"15469",83536,"31/03/2002",0,"",NA,"93.5",NA,"31.880645","18.909677",NA
"15470",83536,"30/04/2002",0,"",NA,"0",NA,"","",NA
"15471",83536,"31/05/2002",0,"",NA,"0",NA,"","",NA
"15472",83536,"30/06/2002",0,"",NA,"0",NA,"","",NA
"15473",83536,"31/07/2002",0,"",NA,"0",NA,"","",NA
"15474",83536,"31/08/2002",0,"",NA,"0",NA,"","",NA
"15475",83536,"30/09/2002",0,"",NA,"0",NA,"","",NA
"15476",83536,"31/01/2003",0,"122.52493",NA,"236.1",NA,"30.425806","20.780645",NA
"15477",83536,"28/02/2003",0,"119.5831",NA,"60.4",NA,"32.710714","19.217857",NA
"15478",83536,"31/03/2003",0,"117.523804",NA,"88.4",NA,"31.416129","19.677419",NA
"15479",83536,"30/04/2003",0,"29.093096",NA,"19.6",NA,"31.506667","17.856667",NA
"15480",83536,"31/05/2003",0,"54.6",NA,"54.6",NA,"28.722581","14.090323",NA
"15481",83536,"30/06/2003",0,"0",NA,"0",NA,"29.56","12.51",NA
"15482",83536,"31/07/2003",0,"0",NA,"0",NA,"28.345161","11.309677",NA
"15483",83536,"31/08/2003",0,"33",NA,"35.2",NA,"30.206452","14.003226",NA
"15484",83536,"30/09/2003",0,"",NA,"9.4",NA,"31.72","16.527586",NA
"15485",83536,"31/10/2003",0,"",NA,"20.2",NA,"32.732258","17.748387",NA
"15486",83536,"30/11/2003",0,"",NA,"107.2",NA,"31.686667","19.606667",NA
"15487",83536,"31/12/2003",0,"",NA,"232.8",NA,"32.222581","20.193548",NA
"15488",83536,"31/01/2004",0,"",NA,"291",NA,"29.812903","20.154839",NA
"15489",83536,"29/02/2004",0,"",NA,"423.6",NA,"29.362069","19.468966",NA
"15490",83536,"31/03/2004",0,"",NA,"159.4",NA,"30.312903","18.619355",NA
"15491",83536,"30/04/2004",0,"",NA,"101",NA,"29.61","17.66",NA
"15492",83536,"31/05/2004",0,"",NA,"4.4",NA,"29.541935","15.535484",NA
"15493",83536,"30/06/2004",0,"",NA,"2.2",NA,"27.303333","12.213333",NA
"15494",83536,"31/07/2004",0,"",NA,"30.8",NA,"26.193548","11.658065",NA
"15495",83536,"31/08/2004",0,"",NA,"0",NA,"29.680645","12.16129",NA
"15496",83536,"30/09/2004",0,"0",NA,"0",NA,"33.033333","14.503333",NA
"15497",83536,"31/10/2004",0,"",NA,"32.8",NA,"32.974194","19.232258",NA
"15498",83536,"30/11/2004",0,"11.2",NA,"112",NA,"32.95","20.093333",NA
"15499",83536,"31/12/2004",0,"",NA,"340.4",NA,"30.809677","19.987097",NA
"15500",83536,"31/01/2005",0,"",NA,"265.2",NA,"31.248387","20.516129",NA
"15501",83536,"28/02/2005",0,"110.383641",NA,"119.8",NA,"31.539286","19.014286",NA
"15502",83536,"31/03/2005",0,"112.802045",NA,"302",NA,"30.577419","19.858065",NA
"15503",83536,"30/04/2005",0,"",NA,"37.2",NA,"31.333333","17.706667",NA
"15504",83536,"31/05/2005",0,"",NA,"28.6",NA,"28.525806","15.129032",NA
"15505",83536,"30/06/2005",0,"1.4",NA,"1.4",NA,"27.706667","13.613333",NA
"15506",83536,"31/07/2005",0,"0",NA,"0",NA,"28.058065","12.219355",NA
"15507",83536,"31/08/2005",0,"0",NA,"0",NA,"30.706667","13.56",NA
"15508",83536,"30/09/2005",0,"15",NA,"15",NA,"31.266667","17.566667",NA
"15509",83536,"31/10/2005",0,"54.4",NA,"54.4",NA,"34.512903","19.470968",NA
"15510",83536,"30/11/2005",0,"",NA,"310.2",NA,"28.15","19.246667",NA
"15511",83536,"31/12/2005",0,"",NA,"291.8",NA,"29.994118","18.972414",NA
"15512",83536,"31/01/2006",0,"135.197207",NA,"41",NA,"31.958065","19.267742",NA
"15513",83536,"28/02/2006",0,"",NA,"71.2",NA,"32.814286","20.235714",NA
"15514",83536,"31/03/2006",0,"",NA,"244",NA,"29.974194","20.025806",NA
"15515",83536,"30/04/2006",0,"",NA,"72.1",NA,"29.56","17.866667",NA
"15516",83536,"31/05/2006",0,"64.969662",NA,"1.2",NA,"28.603226","13.383871",NA
"15517",83536,"30/06/2006",0,"25.230338",NA,"0",NA,"27.326667","11.806667",NA
"15518",83536,"31/07/2006",0,"0.2",NA,"2.4",NA,"28.277419","10.587097",NA
"15519",83536,"31/08/2006",0,"10.4",NA,"10.4",NA,"30.254839","13.980645",NA
"15520",83536,"30/09/2006",0,"41.6",NA,"41.6",NA,"30.793333","15.793333",NA
"15521",83536,"31/10/2006",0,"34.9",NA,"131",NA,"29.519355","18.958065",NA
"15522",83536,"30/11/2006",0,"106.611418",NA,"393.8",NA,"29.33","19.126667",NA
"15523",83536,"31/12/2006",0,"115.727556",NA,"315.7",NA,"29.96129","20.232258",NA
"15524",83536,"31/01/2007",0,"123.486637",NA,"309.4",NA,"30.493548","20.43871",NA
"15525",83536,"28/02/2007",0,"108.152553",NA,"101.2",NA,"30.403571","19.6",NA
"15526",83536,"31/03/2007",0,"126.06823",NA,"77.8",NA,"33.035484","18.329032",NA
"15527",83536,"30/04/2007",0,"50.779217",NA,"58.8",NA,"31.22","17.426667",NA
"15528",83536,"31/05/2007",0,"0",NA,"0",NA,"29.512903","13.870968",NA
"15529",83536,"30/06/2007",0,"1.4",NA,"1.4",NA,"29.3","11.86",NA
"15530",83536,"31/07/2007",0,"5",NA,"5",NA,"29.2","12.425806",NA
"15531",83536,"31/08/2007",0,"0",NA,"0",NA,"29.693548","11.929032",NA
"15532",83536,"30/09/2007",0,"0",NA,"0",NA,"31.9","15.58",NA
"15533",83536,"31/10/2007",0,"8.4",NA,"8.4",NA,"34.26129","18.512903",NA
"15534",83536,"30/11/2007",0,"132.179587",NA,"175.8",NA,"33.173333","20.213333",NA
"15535",83536,"31/12/2007",0,"132.265605",NA,"176.4",NA,"32.125806","19.732258",NA
"15536",83536,"31/01/2008",0,"122.224621",NA,"306.4",NA,"30.487097","19.722581",NA
"15537",83536,"29/02/2008",0,"105.251943",NA,"133.3",NA,"31.562069","19.97931",NA
"15538",83536,"31/03/2008",0,"110.319139",NA,"138.6",NA,"30.719355","19.193548",NA
"15539",83536,"30/04/2008",0,"103.98562",NA,"62.8",NA,"31.273333","18.523333",NA
"15540",83536,"31/05/2008",0,"58.81438",NA,"0",NA,"29.003226","13.683871",NA
"15541",83536,"30/06/2008",0,"0",NA,"0",NA,"29.013333","12.993333",NA
"15542",83536,"31/07/2008",0,"0",NA,"0",NA,"28.151613","10.277419",NA
"15543",83536,"31/08/2008",0,"0.4",NA,"4",NA,"30.977419","13.374194",NA
"15544",83536,"30/09/2008",0,"54",NA,"54",NA,"31.98","14.833333",NA
"15545",83536,"31/10/2008",0,"44",NA,"44",NA,"33.925806","19.177419",NA
"15546",83536,"30/11/2008",0,"118.485342",NA,"267.8",NA,"30.42","19.666667",NA
"15547",83536,"31/12/2008",0,"119.446765",NA,"440.9",NA,"29.503226","19.674194",NA
"15548",83536,"31/01/2009",0,"127.319485",NA,"204.4",NA,"31.403226","20.141935",NA
"15549",83536,"28/02/2009",0,"115.999306",NA,"131",NA,"32.875","20.007143",NA
"15550",83536,"31/03/2009",0,"108.196019",NA,"213.6",NA,"32.529032","20.077419",NA
"15551",83536,"30/04/2009",0,"84.635341",NA,"51.6",NA,"30.026667","18.14",NA
"15552",83536,"31/05/2009",0,"58.854316",NA,"25.2",NA,"29.229032","15.154839",NA
"15553",83536,"30/06/2009",0,"28.432256",NA,"19",NA,"27.986667","13.306667",NA
"15554",83536,"31/07/2009",0,"10.979106",NA,"0",NA,"29.741935","13.580645",NA
"15555",83536,"31/08/2009",0,"40.444944",NA,"34.4",NA,"29.919355","14.245161",NA
"15556",83536,"30/09/2009",0,"57.945466",NA,"53.8",NA,"32.776667","18.316667",NA
"15557",83536,"31/10/2009",0,"117.89228",NA,"219.6",NA,"31.574194","19.664516",NA
"15558",83536,"30/11/2009",0,"114.022741",NA,"91",NA,"33.606667","20.363333",NA
"15559",83536,"31/12/2009",0,"123.195858",NA,"253",NA,"30.106452","19.864516",NA
"15560",83536,"31/01/2010",0,"150.383755",NA,"242.8",NA,"33.109677","19.964516",NA
"15561",83536,"28/02/2010",0,"62.29962",NA,"26.5",NA,"34.414286","19.921429",NA
"15562",83536,"31/03/2010",0,"119.928381",NA,"262.6",NA,"32.025806","19.046154",NA
"15563",83536,"30/04/2010",0,"63.858625",NA,"16",NA,"30.896667","16.11",NA
"15564",83536,"31/05/2010",0,"",NA,"41.8",NA,"30.2","",NA
"15565",83536,"30/06/2010",0,"",NA,"13",NA,"28.23","",NA
"15566",83536,"31/07/2010",0,"",NA,"0",NA,"29.283871","",NA
"15567",83536,"31/08/2010",0,"",NA,"0",NA,"30.016129","11.467742",NA
"15568",83536,"30/09/2010",0,"16.918967",NA,"8",NA,"32.506897","15.675862",NA
"15569",83536,"31/10/2010",0,"119.10456",NA,"151.9",NA,"32.383871","18.983333",NA
"15570",83536,"30/11/2010",0,"106.611418",NA,"246.7",NA,"29.795238","19.590476",NA
"15571",83536,"31/12/2010",0,"",NA,"274.8",NA,"31.693548","20.26129",NA
"15572",83536,"31/01/2011",0,"122.486211",NA,"109",NA,"30.895","19.535484",NA
"15573",83536,"28/02/2011",0,"90.779059",NA,"56.4",NA,"","19.881481",NA
"15574",83536,"31/03/2011",0,"92.97234",NA,"196.8",NA,"","19.767742",NA
"15575",83536,"30/04/2011",0,"",NA,"31.6",NA,"","17.6",NA
"15576",83536,"31/05/2011",0,"19.305609",NA,"0",NA,"","14.348387",NA
"15577",83536,"30/06/2011",0,"11.254913",NA,"1",NA,"","12.76",NA
"15578",83536,"31/07/2011",0,"",NA,"0",NA,"","12.088889",NA
"15579",83536,"31/08/2011",0,"",NA,"0",NA,"","13.374194",NA
"15580",83536,"30/09/2011",0,"",NA,"0",NA,"","14.512",NA
"15581",83536,"31/10/2011",0,"84.51613",NA,"175.4",NA,"","18.393333",NA
"15582",83536,"30/11/2011",0,"",NA,"217.4",NA,"","17.665517",NA
"15583",83536,"31/12/2011",0,"",NA,"354.6",NA,"27.925806","19.770968",NA
"15584",83536,"31/01/2012",0,"",NA,"241",NA,"30.135484","19.216129",NA
"15585",83536,"29/02/2012",0,"",NA,"60.8",NA,"32.917241","19.424138",NA
"15586",83536,"31/03/2012",0,"",NA,"71.3",NA,"31.306452","18.974194",NA
"15587",83536,"30/04/2012",0,"",NA,"31",NA,"31.596667","18.116667",NA
"15588",83536,"31/05/2012",0,"",NA,"39",NA,"28.077419","15.006452",NA
"15589",83536,"30/06/2012",0,"",NA,"2",NA,"29.558621","14.655172",NA
"15590",83536,"31/07/2012",0,"",NA,"0",NA,"29.45","12.12",NA
"15591",83536,"31/08/2012",0,"",NA,"0",NA,"28.580645","13.251613",NA
"15592",83536,"30/09/2012",0,"",NA,"2.2",NA,"32.42","15.806667",NA
"15593",83536,"31/10/2012",0,"",NA,"11.4",NA,"34.093548","18.677419",NA
"15594",83536,"30/11/2012",0,"",NA,"268.6",NA,"30.333333","20.223333",NA
"15595",83536,"31/12/2012",0,"",NA,"240.2",NA,"33.496774","20.832258",NA
"15596",83536,"31/01/2013",0,"",NA,"255.2",NA,"30.596774","20.56129",NA
"15597",83536,"28/02/2013",0,"",NA,"174.2",NA,"33","19.682143",NA
"15598",83536,"31/03/2013",0,"",NA,"203",NA,"31.612903","20.593548",NA
"15599",83536,"30/04/2013",0,"",NA,"71.2",NA,"29.42","17.69",NA
"15600",83536,"31/05/2013",0,"",NA,"41.6",NA,"29.593548","14.96129",NA
"15601",83536,"30/06/2013",0,"",NA,"6.4",NA,"29.293103","14.841379",NA
"15602",83536,"31/07/2013",0,"",NA,"0",NA,"29.512903","13.16129",NA
"15603",83536,"31/08/2013",0,"",NA,"1.2",NA,"30.474194","13.374194",NA
"15604",83536,"30/09/2013",0,"",NA,"75.6",NA,"31.266667","16.526667",NA
"15605",83536,"31/10/2013",0,"",NA,"57.6",NA,"31.258065","18.348387",NA
"15606",83536,"30/11/2013",0,"",NA,"102",NA,"32.1","19.5",NA
"15607",83536,"31/12/2013",0,"",NA,"476",NA,"30.764516","20.793548",NA
"15608",83536,"31/01/2014",0,"",NA,"50.2",NA,"33.135484","19.358065",NA
"15609",83536,"28/02/2014",0,"",NA,"1.6",NA,"33.6","19.415385",NA
"15610",83536,"31/03/2014",0,"",NA,"48",NA,"32.129032","19.780645",NA
"15611",83536,"30/04/2014",0,"",NA,"36.8",NA,"","19.05",NA
"15612",83536,"31/05/2014",0,"",NA,"1.2",NA,"","14.880645",NA
"15613",83536,"30/06/2014",0,"",NA,"0",NA,"","13.72",NA
"15614",83536,"31/07/2014",0,"",NA,"24.2",NA,"","13.264516",NA
"15615",83536,"31/08/2014",0,"",NA,"1.4",NA,"","12.916129",NA
"15616",83536,"30/09/2014",0,"",NA,"1.6",NA,"","17.186667",NA
"15617",83536,"31/10/2014",0,"",NA,"20",NA,"","18.683871",NA
"15618",83536,"30/11/2014",0,"",NA,"118.8",NA,"","19.886667",NA
"15619",83536,"31/12/2014",0,"",NA,"114.8",NA,"","20.148387",NA
"15620",83536,"31/01/2015",0,"",NA,"64.2",NA,"","20.258065",NA
"15621",83536,"28/02/2015",0,"",NA,"231.4",NA,"","20.192857",NA
"15622",83538,"31/01/2000",0,"","157.8","411.8","870.286022","25.074194","16.977419",NA
"15623",83538,"29/02/2000",0,"","189.4","102.4","872.063218","25.775862","16.889655",NA
"15624",83538,"31/03/2000",0,"","175.8","203.5","871.610753","24.496774","16.509677",NA
"15625",83538,"30/04/2000",0,"","210.4","24.7","873.115556","23.843333","14.796667",NA
"15626",83538,"31/05/2000",0,"","261.4","1","873.715054","23.274194","13.235484",NA
"15627",83538,"30/06/2000",0,"","207.2","2.5","875.107778","22.313333","11.73",NA
"15628",83538,"31/07/2000",0,"","204.9","7.5","875.083871","21.258065","10.903226",NA
"15629",83538,"31/08/2000",0,"","232.5","34.3","874.964516","23.219355","12.112903",NA
"15630",83538,"30/09/2000",0,"","","33","","","",NA
"15631",83538,"31/10/2000",0,"","224.3","85.3","873.286957","26.354839","15.577419",NA
"15632",83538,"30/11/2000",0,"","124.7","401.8","870.601111","23.193333","15.88",NA
"15633",83538,"31/12/2000",0,"","145.2","333.7","870.353763","24.858065","16.929032",NA
"15634",83538,"31/01/2001",0,"","246.5","136.8","873.606522","26.019355","16.596774",NA
"15635",83538,"28/02/2001",0,"","228.7","13.4","871.665476","28.107143","17.671429",NA
"15636",83538,"31/03/2001",0,"","214.7","95.4","873.069892","26.029032","16.790323",NA
"15637",83538,"30/04/2001",0,"","260.7","25.3","874.46","25.67","15.59",NA
"15638",83538,"31/05/2001",0,"","226.4","44.9","873.870968","23.764516","14.263333",NA
"15639",83538,"30/06/2001",0,"","201.4","8.6","876.595556","21.62","12.2",NA
"15640",83538,"31/07/2001",0,"","212.9","0.6","876.683871","22.141935","11.56129",NA
"15641",83538,"31/08/2001",0,"","236.7","55.1","878.196774","21.958065","11.519355",NA
"15642",83538,"30/09/2001",0,"","163.8","26.4","874.298876","23.13","13.163333",NA
"15643",83538,"31/10/2001",0,"","184.8","109.1","873.098925","23.812903","14.887097",NA
"15644",83538,"30/11/2001",0,"","157.1","230.6","871.697778","24.623333","16.25",NA
"15645",83538,"31/12/2001",0,"","160.9","319.7","871.678495","24.470968","16.26129",NA
"15646",83538,"31/01/2002",0,"","","295.1","873.278022","25.38","16.816129",NA
"15647",83538,"28/02/2002",0,"","","293.2","872.564286","25.232143","16.875",NA
"15648",83538,"31/03/2002",0,"","","64.6","874.222581","25.6","16.674194",NA
"15649",83538,"30/04/2002",0,"","240.9","38.5","873.962222","25.382759","15.716667",NA
"15650",83538,"31/05/2002",0,"","228.5","25.4","874.79011","23.506667","13.993548",NA
"15651",83538,"30/06/2002",0,"","222.1","0.6","877.422222","22.246667","12.366667",NA
"15652",83538,"31/07/2002",0,"","193.8","9.5","878.587097","22.003226","12.306452",NA
"15653",83538,"31/08/2002",0,"","","2.3","878.463441","23.94","12.8",NA
"15654",83538,"30/09/2002",0,"","167","119.3","875","23.086667","13.93871",NA
"15655",83538,"31/10/2002",0,"","258.1","70.8","873.391398","26.629032","15.396774",NA
"15656",83538,"30/11/2002",0,"","151.2","189.2","873.391011","24.865517","16.213333",NA
"15657",83538,"31/12/2002",0,"","130","325.4","872.33587","25.590323","17.287097",NA
"15658",83538,"31/01/2003",0,"94.18511","130.9","326.6","872.292473","25.732258","17.432258",NA
"15659",83538,"28/02/2003",0,"83.939287","202.6","36.8","873.729762","26.475","16.471429",NA
"15660",83538,"31/03/2003",0,"85.496513","147.6","108.7","874.805376","25.716129","16.725806",NA
"15661",83538,"30/04/2003",0,"75.44695","199.1","18.2","873.953333","25.06","16.146667",NA
"15662",83538,"31/05/2003",0,"57.75305","233.4","15","874.197849","23.26129","13.135484",NA
"15663",83538,"30/06/2003",0,"0.1","248.3","0.1","875.013333","23.676667","12.013333",NA
"15664",83538,"31/07/2003",0,"","","0","","","",NA
"15665",83538,"31/08/2003",0,"58.181323","229.9","27","875.567059","23.296774","12.380645",NA
"15666",83538,"30/09/2003",0,"84.387332","187.5","19","874.921795","24.44","14.07",NA
"15667",83538,"31/10/2003",0,"84.921677","208.4","122.8","873.120238","25.580645","14.577419",NA
"15668",83538,"30/11/2003",0,"94.97405","172.2","88.6","871.685","25.343333","16.316667",NA
"15669",83538,"31/12/2003",0,"94.69144","191.8","275.6","871.881319","26.154839","16.841935",NA
"15670",83538,"31/01/2004",0,"88.094129","64.1","287.6","870.276344","24.067742","16.774194",NA
"15671",83538,"29/02/2004",0,"92.634155","89.9","357","871.662069","24.251724","16.603448",NA
"15672",83538,"31/03/2004",0,"80.527197","141.4","133.8","871.94086","24.545161","16.012903",NA
"15673",83538,"30/04/2004",0,"74.106456","147.6","110.7","872.898864","23.434483","15.493103",NA
"15674",83538,"31/05/2004",0,"58.544179","169.2","1.4","874.968478","23.546667","14.541935",NA
"15675",83538,"30/06/2004",0,"46.955821","164.2","4.1","877.628889","21.083333","11.883333",NA
"15676",83538,"31/07/2004",0,"24.2","197.6","24.2","877.162366","19.429032","11.022581",NA
"15677",83538,"31/08/2004",0,"1.3","268.9","1.3","876.590323","22.651613","11.574194",NA
"15678",83538,"30/09/2004",0,"0","297.7","0","875.335556","25.836667","12.896667",NA
"15679",83538,"31/10/2004",0,"79.9","202.8","79.9","872.72043","26.180645","15.441935",NA
"15680",83538,"30/11/2004",0,"87.825335","156.7","176.8","871.858889","25.793333","16.266667",NA
"15681",83538,"31/12/2004",0,"90.546358","132.6","434.9","871.652688","25.219355","16.83871",NA
"15682",83538,"31/01/2005",0,"","119.5","262.6","870.902151","25.406452","17.529032",NA
"15683",83538,"28/02/2005",0,"86.975177","177.9","213.7","870.895238","25.946429","16.492857",NA
"15684",83538,"31/03/2005",0,"85.496513","151.1","282.7","872.198913","25.132258","17.235484",NA
"15685",83538,"30/04/2005",0,"74.031701","207.2","73.6","873.571111","25.34","15.57",NA
"15686",83538,"31/05/2005",0,"","219","14.9","874.244086","22.448387","13.893548",NA
"15687",83538,"30/06/2005",0,"48.284214","142","3","875.62","21.323333","12.57",NA
"15688",83538,"31/07/2005",0,"22.015786","232.6","12.4","876.649462","21.354839","11.193548",NA
"15689",83538,"31/08/2005",0,"15.6","236.7","15.6","875.697849","23.251613","12.574194",NA
"15690",83538,"30/09/2005",0,"47.2","165.6","47.2","874.321111","24.35","14.36",NA
"15691",83538,"31/10/2005",0,"44.7","248.7","44.7","872.602151","28.022581","16.035484",NA
"15692",83538,"30/11/2005",0,"","80.2","390.2","871.152222","22.503333","15.806667",NA
"15693",83538,"31/12/2005",0,"","98.8","251.7","870.725806","23.745161","15.703226",NA
"15694",83538,"31/01/2006",0,"94.049989","247.4","85.6","872.150538","26.632258","16.3",NA
"15695",83538,"28/02/2006",0,"","200.4","169.4","870.919048","28.010714","17.275",NA
"15696",83538,"31/03/2006",0,"","129.3","280.5","871.505376","25.003226","17.245161",NA
"15697",83538,"30/04/2006",0,"","159.1","83.6","871.917778","24.03","15.53",NA
"15698",83538,"31/05/2006",0,"57.661608","228.6","2.9","873.944086","23.564516","12.577419",NA
"15699",83538,"30/06/2006",0,"42.841128","166.2","10.6","876.06","20.516667","11.31",NA
"15700",83538,"31/07/2006",0,"13.497264","222.1","1.9","875.919355","22.032258","11",NA
"15701",83538,"31/08/2006",0,"11.6","232.7","11.6","875.003261","23.822581","13.035484",NA
"15702",83538,"30/09/2006",0,"64.118894","189.1","98.2","874.147778","24.61","13.153333",NA
"15703",83538,"31/10/2006",0,"74.309255","79.2","361.7","872.183871","23.019355","15.480645",NA
"15704",83538,"30/11/2006",0,"76.79689","91.1","417.3","871.085556","23.56","15.803333",NA
"15705",83538,"31/12/2006",0,"90.531563","113.1","457.7","871.816304","25.251613","16.858065",NA
"15706",83538,"31/01/2007",0,"95.76028","119.7","146.9","871.723656","25.9","17.303226",NA
"15707",83538,"28/02/2007",0,"75.849299","136.3","176.5","871.87619","25.271429","16.396429",NA
"15708",83538,"31/03/2007",0,"85.496513","257.5","70.2","873.096774","26.848387","15.980645",NA
"15709",83538,"30/04/2007",0,"72.628892","187.8","53.6","872.708889","24.913333","15.58",NA
"15710",83538,"31/05/2007",0,"58.918493","221.5","2.8","873.244565","23.526667","13.016667",NA
"15711",83538,"30/06/2007",0,"12.056102","248","2.5","875.025556","23.623333","11.656667",NA
"15712",83538,"31/07/2007",0,"1.9","220.1","1.9","874.612903","22.467742","11.477419",NA
"15713",83538,"31/08/2007",0,"0","288.8","0","875.874194","22.945161","10.825806",NA
"15714",83538,"30/09/2007",0,"3","224.8","3","875.522472","25.134483","12.593103",NA
"15715",83538,"31/10/2007",0,"12.8","237.2","12.8","872.63913","27.732258","15.645161",NA
"15716",83538,"30/11/2007",0,"90.3","152.3","90.3","870.834444","26.79","16.88",NA
"15717",83538,"31/12/2007",0,"97.367913","201","167.7","871.032609","26.480645","16.709677",NA
"15718",83538,"31/01/2008",0,"89.836893","","185.2","871.21828","25.154839","16.090323",NA
"15719",83538,"29/02/2008",0,"85.38441","170","189.9","871.495402","26.213793","16.651724",NA
"15720",83538,"31/03/2008",0,"82.261158","154.3","198","871.493548","25.041935","16.412903",NA
"15721",83538,"30/04/2008",0,"78.201623","211.5","67.7","871.15","25.726667","16.086667",NA
"15722",83538,"31/05/2008",0,"56.976713","220","79.3","873.489247","23.012903","12.86129",NA
"15723",83538,"30/06/2008",0,"39.596833","212.8","1.6","875.198889","21.996667","12.156667",NA
"15724",83538,"31/07/2008",0,"24.484669","267.5","4","875.98913","21.490323","10.23871",NA
"15725",83538,"31/08/2008",0,"18.920319","278.3","0.4","874.217391","24.18","12.393333",NA
"15726",83538,"30/09/2008",0,"60.429099","213.3","58.1","873.902222","25.29","13.283333",NA
"15727",83538,"31/10/2008",0,"56.234454","241.5","49.1","873.479121","27.316129","15.95",NA
"15728",83538,"30/11/2008",0,"83.045558","91.2","284.3","871.088889","24.71","16.173333",NA
"15729",83538,"31/12/2008",0,"82.325198","58.2","421.4","870.387097","24.026667","15.983333",NA
"15730",83538,"31/01/2009",0,"92.354005","147.1","236","871.584615","25.945161","16.793548",NA
"15731",83538,"28/02/2009",0,"83.939287","173.2","172.6","871.704819","26.439286","16.896429",NA
"15732",83538,"31/03/2009",0,"92.701923","177","157.2","871.159783","27.174194","17.248387",NA
"15733",83538,"30/04/2009",0,"69.176408","124.9","69.7","872.58764","24.153333","15.55",NA
"15734",83538,"31/05/2009",0,"44.599988","168","1.8","873.73","22.99","13.193333",NA
"15735",83538,"30/06/2009",0,"37.71886","159.3","25.6","874.684444","21.666667","12.623333",NA
"15736",83538,"31/07/2009",0,"19.549217","253.4","0.2","875.029032","23.616129","12.606452",NA
"15737",83538,"31/08/2009",0,"25.652351","203.5","17.3","875.115054","23.032258","13.329032",NA
"15738",83538,"30/09/2009",0,"56.496222","174.9","52.3","873.919318","25.866667","17.036667",NA
"15739",83538,"31/10/2009",0,"84.288552","110.5","405.2","871.173913","24.751613","17.054839",NA
"15740",83538,"30/11/2009",0,"95.926962","189.1","92.7","871.014607","26.703448","17.713793",NA
"15741",83538,"31/12/2009",0,"90.531563","130.3","276.2","871.213978","25.048387","16.529032",NA
"15742",83538,"31/01/2010",0,"99.876408","243.8","75.8","872.387097","27.387097","17.387097",NA
"15743",83538,"28/02/2010",0,"69.685793","208.7","36.8","872.525301","28.137037","17.188889",NA
"15744",83538,"31/03/2010",0,"91.077366","158.5","152.9","871.725","26.5","17.453333",NA
"15745",83538,"30/04/2010",0,"66.137004","181.7","39.3","872.997778","24.466667","15.476667",NA
"15746",83538,"31/05/2010",0,"63.971269","209.6","63.7","873.056522","23.936667","14.296667",NA
"15747",83538,"30/06/2010",0,"31.864419","207.3","11.9","875.76","21.563333","11.146667",NA
"15748",83538,"31/07/2010",0,"21.7588","230.4","1.8","876.38913","21.783871","11.706452",NA
"15749",83538,"31/08/2010",0,"13.603896","283.7","0","875.656989","23.429032","10.929032",NA
"15750",83538,"30/09/2010",0,"13.371839","226.3","4.3","874.295556","25.286207","13.12069",NA
"15751",83538,"31/10/2010",0,"84.285491","133.1","98.4","871.777174","26.193548","15.935484",NA
"15752",83538,"30/11/2010",0,"80.623717","87.1","209.2","870.344318","24.234483","16.065517",NA
"15753",83538,"31/12/2010",0,"98.229663","161.8","294.8","868.767742","26.696774","17.093548",NA
"15754",83538,"31/01/2011",0,"93.192422","203.1","148.6","870.648387","25.951613","16.777419",NA
"15755",83538,"28/02/2011",0,"87.73724","192","87.6","871.330952","27.553571","16.882143",NA
"15756",83538,"31/03/2011",0,"83.153906","88.7","277.9","870.617391","25.366667","16.823333",NA
"15757",83538,"30/04/2011",0,"68.931239","153.7","54.4","872.822222","24.436667","15.65",NA
"15758",83538,"31/05/2011",0,"38.818731","183.8","4.4","873.393548","22.854839","12.912903",NA
"15759",83538,"30/06/2011",0,"20.142412","188.5","0.3","874.145455","22.216667","12.17931",NA
"15760",83538,"31/07/2011",0,"12.24281","228","0","874.786022","22.396667","11.436667",NA
"15761",83538,"31/08/2011",0,"9.636592","265","0.5","874.67033","25.406667","13.096667",NA
