"x"
"1" "<html><meta http-equiv=\"Content-Type\" content=\"text/html; charset=iso-8859-1\">
<head>
<title>Estação - 83781</title>
   <!-- FACE BOX -->
   <script src=\"facebox/js/jquery.js\" type=\"text/javascript\"></script>
   <link href=\"facebox/styles/facebox.css\" media=\"screen\" rel=\"stylesheet\" type=\"text/css\" >

   <script src=\"facebox/js/facebox.js\" type=\"text/javascript\"></script>
   <script type=\"text/javascript\">
      jQuery(document).ready(function($) {
         $('a[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
         $('area[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
      })
   </script>
   <script type=\"text/javascript\">
      function showFoto(src) {
         //criando um link falso, para o LightBox captar as informações
         var a_false = document.createElement(\"A\");
         a_false.rel = \"lightbox\";
         a_false.href = src;
         //chamando a função do lightbox responsável pelo início das ações
         myLightbox.start(a_false);
         //anulando o link
         a_false = null;
      }
   </script>
</head>
<pre>--------------------
BDMEP - INMET
--------------------
Estação           : SAO PAULO MIR de SANTANA  - SP (OMM: 83781)
Latitude  (graus) : -23.5
Longitude (graus) : -46.61
Altitude  (metros): 792.06
Estação Operante
Inicio de operação: 01/12/1945
Periodo solicitado dos dados: 01/01/2000 a 22/04/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF=\"instrucao.html\" TARGET=\"_top\" rel=\"facebox\">siga as instruções</a>
--------------------
Estacao;Data;Hora;EvapoBHReal;InsolacaoTotal;PrecipitacaoTotal;PressaoMedia;TempMaximaMedia;TempMinimaMedia;
83781;31/08/2005;0000;;;9.5;928.648387;26.151613;14.658065;
83781;30/09/2005;0000;;;138.8;928.12;23.403333;14.48;
83781;31/10/2005;0000;;;172.1;925.582796;26.767742;17.380645;
83781;30/11/2005;0000;;;106.1;924.198889;26.203333;16.836667;
83781;31/12/2005;0000;;;228.2;923.74086;26.877419;17.183871;
83781;31/01/2006;0000;;;348;924.425806;29.719355;19.806452;
83781;28/02/2006;0000;;;166;922.915476;28.660714;20.185714;
83781;31/03/2006;0000;;;607.9;924.053763;28.658065;19.241935;
83781;30/04/2006;0000;;;51.1;925.471111;25.983333;16.973333;
83781;31/05/2006;0000;51.158036;;15;928.112903;22.16129;13.448387;
83781;30/06/2006;0000;49.237246;;24.2;930.178889;22.906667;13.373333;
83781;31/07/2006;0000;57.051409;;71;929.545161;24.354839;13.274194;
83781;31/08/2006;0000;32.553309;204.5;5.8;927.91828;25.325806;14.125806;
83781;30/09/2006;0000;64.097024;164.7;77.7;927.47;24.75;14.25;
83781;31/10/2006;0000;83.810119;162.2;100.4;925.311828;26.151613;16.625806;
83781;30/11/2006;0000;91.07438;152;230.7;924.141111;26.65;17.173333;
83781;31/12/2006;0000;113.783169;141;311.5;924.186022;28.319355;19.312903;
83781;31/01/2007;0000;113.664993;110.5;213.5;923.184946;27.425806;19.764516;
83781;28/02/2007;0000;107.748607;190.7;285.9;924.317857;29.975;19.378571;
83781;31/03/2007;0000;116.435095;230.6;185.4;925.483871;30.716129;19.816129;
83781;30/04/2007;0000;87.307779;155.9;124.8;926.906667;27.26;18.506667;
83781;31/05/2007;0000;56.169653;163.8;59;927.664516;23.083871;13.993548;
83781;30/06/2007;0000;57.72468;205.7;30.7;928.626667;25.003333;14.02;
83781;31/07/2007;0000;47.269123;152.5;148.3;928.462366;22.180645;12.309677;
83781;31/08/2007;0000;62.402125;205.1;0;929.730108;25.390323;13.758065;
83781;30/09/2007;0000;53.297875;186.4;15.7;929.083333;27.86;15.563333;
83781;31/10/2007;0000;93.346378;167.4;109.3;925.710753;28.290323;16.983871;
83781;30/11/2007;0000;85.839409;138.6;219.9;923.891111;26.09;16.726667;
83781;31/12/2007;0000;112.766784;155.1;230.9;923.275269;28.703226;18.677419;
83781;31/01/2008;0000;102.79741;114.7;318.5;923.744086;26.66129;18.445161;
83781;29/02/2008;0000;100.458836;147.8;236.3;923.91954;28.289655;19.003448;
83781;31/03/2008;0000;97.451024;172.1;180.8;924.243011;27.387097;18.625806;
83781;30/04/2008;0000;80.792157;146;96.6;924.074444;25.986667;17.513333;
83781;31/05/2008;0000;54.814547;170.3;80.3;927.288172;22.925806;13.929032;
83781;30/06/2008;0000;48.066581;129.2;78.2;928.588889;22.55;13.253333;
83781;31/07/2008;0000;40.968719;238.6;0;930.169892;24.322581;12.551613;
83781;31/08/2008;0000;65.292494;164.7;78.5;927.405376;24.996774;14.577419;
83781;30/09/2008;0000;52.090036;152.6;43.9;927.621111;23.52;13.993333;
83781;31/10/2008;0000;89.10324;136.8;161.4;926.684946;26.835484;16.803226;
83781;30/11/2008;0000;89.416153;148.7;165.1;924.348889;26.356667;17.16;
83781;31/12/2008;0000;99.044452;158;220.2;922.663441;27.274194;17.16129;
83781;31/01/2009;0000;109.648966;112.9;351.8;923.89697;27.283871;18.86129;
83781;28/02/2009;0000;107.748607;150.6;200.2;923.865476;29.342857;19.928571;
83781;31/03/2009;0000;111.578223;155.3;125.7;924.726316;28.746667;19.989286;
83781;30/04/2009;0000;74.738619;;69.6;927.159184;25.566667;16.87037;
83781;31/05/2009;0000;63.427816;;50;927.562;25.214286;15.542308;
83781;30/06/2009;0000;42.507085;;49.8;928.686;21.408696;11.66;
83781;31/07/2009;0000;49.627158;;179.7;928.547273;21.976;13.358333;
83781;31/08/2009;0000;61.038728;176.7;102.8;928.278495;24.5;13.751613;
83781;30/09/2009;0000;72.829839;101.6;192.2;926.735556;25.08;16.143333;
83781;31/10/2009;0000;82.1323;126.3;154.5;924.858065;25.483871;16.467742;
83781;30/11/2009;0000;121.657291;165.6;177.3;922.878889;29.92;20.313333;
83781;31/12/2009;0000;112.766784;91.1;363.7;923.109677;28.312903;19.209677;
83781;31/01/2010;0000;119.826669;109.1;480.5;924.653763;28.983871;19.848387;
83781;28/02/2010;0000;115.237065;191.8;296.5;924.891667;30.878571;20.592857;
83781;31/03/2010;0000;95.850396;182.7;184.5;924.162366;28.803226;19.416129;
83781;30/04/2010;0000;77.097424;145.4;124.5;927.142222;25.693333;17.02;
83781;31/05/2010;0000;57.459737;156.3;65.2;926.582796;23.732258;14.832258;
83781;30/06/2010;0000;42.212503;190.9;13.1;929.888889;22.726667;12.726667;
83781;31/07/2010;0000;72.029765;189.2;93.5;930.26129;24.21;14.164516;
83781;31/08/2010;0000;38.963906;201.9;0.4;930.192473;24.16129;12.816129;
83781;30/09/2010;0000;73.583149;139.4;104.8;926.976667;25.996667;15.52;
83781;31/10/2010;0000;70.751854;145.2;70.1;925.002151;24.570968;14.909677;
83781;30/11/2010;0000;92.854359;149.6;109.6;922.577778;27.28;16.973333;
83781;31/12/2010;0000;179.394305;148.9;343.1;921.324731;28.354839;19.3;
83781;31/01/2011;0000;124.026271;147.6;493.7;922.121505;29.490323;20.383871;
83781;28/02/2011;0000;112.398945;151.9;311.5;923.984524;30.446429;20.325;
83781;31/03/2011;0000;93.200771;67.4;164;924.585714;25.923333;18.893333;
83781;30/04/2011;0000;84.952198;176.7;133;926.332558;27.246667;18.056667;
83781;31/05/2011;0000;52.680804;161.9;30.4;927.898925;22.990323;14.283871;
83781;30/06/2011;0000;42.580764;181.3;81.6;927.68;22.29;11.503333;
83781;31/07/2011;0000;38.969603;152.8;4.5;928.203226;23.716129;13.090323;
83781;31/08/2011;0000;55.323872;164.1;46.3;927.495699;24.941935;13.758065;
83781;30/09/2011;0000;31.427369;208.1;7.4;929.06;25.79;13.56;
83781;31/10/2011;0000;83.886942;166.5;149.6;924.537634;26.264516;16.432258;
83781;30/11/2011;0000;83.360173;186.4;141.3;924.517778;26.19;15.81;
83781;31/12/2011;0000;108.81129;164;136.8;922.804301;27.758065;18.254839;
83781;31/01/2012;0000;100.951491;127.4;332.6;923.994624;27.045161;17.919355;
83781;29/02/2012;0000;136.712632;189.4;224.2;924.377011;30.696552;20.131034;
83781;31/03/2012;0000;105.734976;202.7;187.6;925.565591;28.835484;18.225806;
83781;30/04/2012;0000;81.633213;143.7;155.9;925.365556;26.9;17.87;
83781;31/05/2012;0000;58.101281;165.9;82.7;928.534409;23.1;14.593548;
83781;30/06/2012;0000;52.847107;109.5;233.7;928.241111;22.216667;14.403333;
83781;31/07/2012;0000;54.648971;190.4;74.7;928.603226;23.425806;13.341935;
83781;31/08/2012;0000;48.496454;259.2;0.3;931.578495;25.693548;14.258065;
83781;30/09/2012;0000;41.89917;195.9;19.2;928.423333;27.34;15.446667;
83781;31/10/2012;0000;100.847223;194.8;128.3;925.113978;29.403448;17.490323;
83781;30/11/2012;0000;90.369746;146.7;91.6;923.728889;26.446667;17.173333;
83781;31/12/2012;0000;135.141959;149.7;401.9;923.183871;30.151613;20.748387;
83781;31/01/2013;0000;105.771595;91.9;169.2;924.573118;26.832258;18.9;
83781;28/02/2013;0000;103.24105;149.4;278;924.619048;29.353571;19.15;
83781;31/03/2013;0000;96.801751;;174.5;925.489247;27.13;18.683871;
83781;30/04/2013;0000;84.673975;164.9;70.7;926.912222;;16.4;
83781;31/05/2013;0000;71.76054;143.7;42.5;927.415054;;15.06129;
83781;30/06/2013;0000;55.300557;119.7;143.2;928.094444;22.763333;15.03;
83781;31/07/2013;0000;46.765608;163.2;90.9;929.71828;21.706452;12.045161;
83781;31/08/2013;0000;47.491714;204.8;7.7;928.676344;24.803226;12.677419;
83781;30/09/2013;0000;69.197982;165.2;81.3;927.67;25.063333;14.74;
83781;31/10/2013;0000;80.551115;138.3;126.6;926.396774;24.987097;16.012903;
83781;30/11/2013;0000;97.447304;162;123.6;924.561111;26.966667;17.62;
83781;31/12/2013;0000;113.252756;195.2;83.1;922.351613;28.896774;19.425806;
83781;31/01/2014;0000;139.32379;265.2;237.9;925.369892;31.919355;19.66129;
83781;28/02/2014;0000;122.995324;212.2;197.6;924.877381;31.832143;21.142857;
83781;31/03/2014;0000;106.874172;177.6;226.9;925.691398;28.832258;19.474194;
83781;30/04/2014;0000;81.00148;158.2;79.7;927.002222;26.41;17.613333;
83781;31/05/2014;0000;60.732662;141.4;46;927.498925;23.574194;14.912903;
83781;30/06/2014;0000;41.43079;139.4;9.7;928.508889;23.653333;14.533333;
83781;31/07/2014;0000;34.746083;149;21.4;931.054839;21.974194;13.4;
83781;31/08/2014;0000;40.11272;201.7;29.6;929.727957;24.9;13.293548;
83781;30/09/2014;0000;63.74006;190.9;58.7;927.295556;26.93;15.75;
83781;31/10/2014;0000;36.948109;218.9;25.2;927.460215;28.680645;16.648387;
83781;30/11/2014;0000;95.625427;132.7;117.5;924.585556;27.126667;17.856667;
83781;31/12/2014;0000;121.076242;193.3;203.1;924.793548;29.170968;19.241935;
83781;31/01/2015;0000;140.447766;196.8;156.2;925.946739;31.490323;21.148387;
83781;28/02/2015;0000;105.95581;156.7;273;924.708333;29.007143;19.935714;
83781;31/03/2015;0000;98.595506;139.2;332.7;925.326882;27.16129;19.132258;
</pre>"
