"x"
"1" "<html><meta http-equiv=\"Content-Type\" content=\"text/html; charset=iso-8859-1\">
<head>
<title>Estação - 83184</title>
   <!-- FACE BOX -->
   <script src=\"facebox/js/jquery.js\" type=\"text/javascript\"></script>
   <link href=\"facebox/styles/facebox.css\" media=\"screen\" rel=\"stylesheet\" type=\"text/css\" >

   <script src=\"facebox/js/facebox.js\" type=\"text/javascript\"></script>
   <script type=\"text/javascript\">
      jQuery(document).ready(function($) {
         $('a[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
         $('area[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
      })
   </script>
   <script type=\"text/javascript\">
      function showFoto(src) {
         //criando um link falso, para o LightBox captar as informações
         var a_false = document.createElement(\"A\");
         a_false.rel = \"lightbox\";
         a_false.href = src;
         //chamando a função do lightbox responsável pelo início das ações
         myLightbox.start(a_false);
         //anulando o link
         a_false = null;
      }
   </script>
</head>
<pre>--------------------
BDMEP - INMET
--------------------
Estação           : MORRO DO CHAPEU - BA (OMM: 83184)
Latitude  (graus) : -11.21
Longitude (graus) : -41.21
Altitude  (metros): 1003.27
Estação Operante
Inicio de operação: 13/01/1913
Periodo solicitado dos dados: 01/01/2000 a 22/04/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF=\"instrucao.html\" TARGET=\"_top\" rel=\"facebox\">siga as instruções</a>
--------------------
Estacao;Data;Hora;EvapoBHReal;InsolacaoTotal;PrecipitacaoTotal;PressaoMedia;TempMaximaMedia;TempMinimaMedia;
83184;30/11/2001;0000;;228.1;0.6;902.422222;29.503333;17.786667;
83184;31/12/2001;0000;;208.8;94.2;902.376344;27.680645;18.229032;
83184;31/01/2002;0000;;186.2;216.2;902.269892;26.612903;18.241935;
83184;28/02/2002;0000;;229.2;108.6;902.975;26.75;17.742857;
83184;31/03/2002;0000;;226;59.7;902.923656;27.035484;18.122581;
83184;30/04/2002;0000;;198.6;13.8;903.275556;25.92;17.783333;
83184;31/05/2002;0000;;222.7;21.4;904.486022;25.393548;16.816129;
83184;30/06/2002;0000;;137.5;32.5;906.855556;23.137931;15.862069;
83184;31/07/2002;0000;;189;17.3;906.986022;23.832258;15.43871;
83184;31/08/2002;0000;;227.3;38.5;906.892473;23.725806;15.048387;
83184;30/09/2002;0000;;182.3;10.6;905.186667;25.946667;16.233333;
83184;31/10/2002;0000;;266.8;0;903.782796;28.477419;16.767742;
83184;30/11/2002;0000;;234.8;16.4;903.544444;29.026667;17.5;
83184;31/12/2002;0000;;202.2;74.4;903.010753;29.019355;18.335484;
83184;31/01/2003;0000;109.791477;255;83.3;903.221505;29.235484;18.816129;
83184;28/02/2003;0000;91.125589;233.6;18.7;903.369048;27.971429;18.164286;
83184;31/03/2003;0000;50.674411;215.7;23.1;902.980645;28.56129;18.712903;
83184;30/04/2003;0000;13.9;222.7;13.7;904.414444;28.533333;18.533333;
83184;31/05/2003;0000;63.6;141.1;64;904.760215;25.332258;17.403226;
83184;30/06/2003;0000;33.5;173.6;33.5;905.818889;22.993333;15.863333;
83184;31/07/2003;0000;28.7;175.8;28.7;907.384615;22.312903;14.645161;
83184;31/08/2003;0000;13.3;194.4;13.3;906.723656;24.141935;15.367742;
83184;30/09/2003;0000;;207.6;24.1;905.971111;25.303333;15.663333;
83184;31/10/2003;0000;;244.3;2.3;904.048387;27.374194;16.451613;
83184;30/11/2003;0000;;197;100.1;902.811111;27.163333;17.506667;
83184;31/12/2003;0000;;249.5;1.2;902.552688;28.745161;17.993333;
83184;31/01/2004;0000;;149;244.9;901.817204;26.496774;18.612903;
83184;29/02/2004;0000;;196.4;64.9;902.917241;26.475862;18.296552;
83184;31/03/2004;0000;;188.7;116.9;902.884946;25.925806;18.312903;
83184;30/04/2004;0000;;203.8;35.9;903.427778;25.733333;18.073333;
83184;31/05/2004;0000;;200.2;25.5;904.930108;24.264516;16.841935;
83184;30/06/2004;0000;;167.4;28.8;907.335556;22.646667;15.67;
83184;31/07/2004;0000;;197.1;15.1;906.292473;22.358065;14.532258;
83184;31/08/2004;0000;;213.8;3.8;907.153763;24.445161;14.63871;
83184;30/09/2004;0000;;234;8.7;905.803371;25.593333;15.026667;
83184;31/10/2004;0000;;219.3;8.8;903.403226;27.454839;16.880645;
83184;30/11/2004;0000;;218.4;127.7;902.486667;27.986667;17.786667;
83184;31/12/2004;0000;;248.7;5;902.392473;27.964516;17.864516;
83184;31/01/2005;0000;;210.1;49;901.871739;28.145161;18.932258;
83184;28/02/2005;0000;;180.3;182.7;902.14881;27.678571;18.828571;
83184;31/03/2005;0000;;212.6;41;903.023656;27.477419;19.090323;
83184;30/04/2005;0000;;172.9;42.5;904.602222;25.276667;18.303333;
83184;31/05/2005;0000;;173.5;31;904.76129;24.125806;16.96129;
83184;30/06/2005;0000;;143.4;48;906.014444;22.373333;16.243333;
83184;31/07/2005;0000;;166.6;24.6;907.627957;21.993548;14.632258;
83184;31/08/2005;0000;;222.4;29.3;906.935484;23.058065;14.909677;
83184;30/09/2005;0000;;226.2;13.2;905.578889;25.883333;16.103333;
83184;31/10/2005;0000;;267.7;2.9;904.124731;28.874194;16.56129;
83184;30/11/2005;0000;;195.3;150.2;902.294444;28.04;17.306667;
83184;31/12/2005;0000;;197.9;41.7;901.890323;27.06129;17.693548;
83184;31/01/2006;0000;;285.9;1;902.658065;28.783871;17.53871;
83184;28/02/2006;0000;;229.2;33.8;901.769048;30.153571;18.689286;
83184;31/03/2006;0000;;183.3;196;902.448387;28.2;19.080645;
83184;30/04/2006;0000;;149.2;204.8;903.366667;25.406667;18.543333;
83184;31/05/2006;0000;69.370207;151.1;16.3;905.162366;23.532258;16.890323;
83184;30/06/2006;0000;54.0736;132.7;23.3;906.38;21.57;15.016667;
83184;31/07/2006;0000;30.256193;183.6;14.1;907.064516;22.270968;14.070968;
83184;31/08/2006;0000;18.7;219.4;18.7;906.525806;23.709677;14.954839;
83184;30/09/2006;0000;7.9;216;7.9;905.548889;25.496667;15.676667;
83184;31/10/2006;0000;62.1;155.8;62.1;903.419355;26.035484;17.258065;
83184;30/11/2006;0000;87.2473;203.7;161.3;902.263333;26.613333;17.673333;
83184;31/12/2006;0000;77.0527;227.7;3;903.186022;28.203226;18.16129;
83184;31/01/2007;0000;32.6;249.6;32.6;902.947312;29.803226;18.535484;
83184;28/02/2007;0000;85.263332;150.4;444.3;902.660759;26.976923;18.488462;
83184;31/03/2007;0000;85.262788;207.4;48.9;903.512903;26.103226;17.790323;
83184;30/04/2007;0000;81.091094;186.5;18;903.577778;25.873333;17.843333;
83184;31/05/2007;0000;9.446118;194.6;8.3;904.609677;24.945161;16.612903;
83184;30/06/2007;0000;30.2;172.3;30.2;906.457778;23.3;15.29;
83184;31/07/2007;0000;13.2;207.3;13.2;906.167391;23.177419;14.980645;
83184;31/08/2007;0000;34.5;224.6;34.5;906.619565;23.077419;14.351613;
83184;30/09/2007;0000;22;220;22;906.704444;24.333333;14.786667;
83184;31/10/2007;0000;8.4;229.5;8.4;904.244086;26.964516;16.074194;
83184;30/11/2007;0000;62.6;215.9;62.6;902.084444;28.54;17.17;
83184;31/12/2007;0000;37;229.5;37;902.141935;28.209677;17.696774;
83184;31/01/2008;0000;5.2;248;5.2;901.851087;29.009677;17.622581;
83184;29/02/2008;0000;95.7;214.9;95.7;902.088506;29.227586;18.45;
83184;31/03/2008;0000;66.2;195.2;66.2;902.219355;27.696774;18.480645;
83184;30/04/2008;0000;46.2;212.2;46.5;901.836667;27.65;18.433333;
83184;31/05/2008;0000;21.6;184.6;21.6;904.389247;25.132258;16.709677;
83184;30/06/2008;0000;36.8;181.2;36.8;905.857778;23.046667;15.26;
83184;31/07/2008;0000;22;185.6;22;906.948387;22.006452;13.951613;
83184;31/08/2008;0000;16.5;235.2;16.5;905.209677;24.332258;15.006452;
83184;30/09/2008;0000;11.4;204;11.4;905.260465;26.09;15.973333;
83184;31/10/2008;0000;12.8;258.6;12.8;904.712903;27.822581;16.645161;
83184;30/11/2008;0000;2.6;216.5;2.6;901.98;29.283333;17.543333;
83184;31/12/2008;0000;96.62164;188.1;129.4;901.772043;27.296774;18.232258;
83184;31/01/2009;0000;102.76444;242.9;112;902.650538;28.306452;18.458065;
83184;28/02/2009;0000;49.238422;207.4;29.3;901.966667;28.678571;18.460714;
83184;31/03/2009;0000;28.185475;248.5;13.8;901.396774;30.63871;19.283871;
83184;30/04/2009;0000;86.855673;156.6;160.1;903.233333;26.59;18.66;
83184;31/05/2009;0000;57.197202;136.1;26.6;904.096774;24.067742;17.309677;
83184;30/06/2009;0000;40.152716;160.1;23.5;905.604444;23.493333;16.35;
83184;31/07/2009;0000;34.502325;216.1;22.8;906.269892;24.090323;15.693548;
83184;31/08/2009;0000;33.184769;206.9;25.2;906.067742;24.074194;15.470968;
83184;30/09/2009;0000;16.824367;250.8;8.9;905.267778;27.8;16.8;
83184;31/10/2009;0000;93.531054;184.1;208.8;902.455914;27.222581;18.129032;
83184;30/11/2009;0000;65.0661;239.6;8.7;902.441111;27.42;17.64;
83184;31/12/2009;0000;79.836303;186.7;66.8;902.55914;27.587097;18.467742;
83184;31/01/2010;0000;59.003526;249;45.9;903.098925;28.158065;18.329032;
83184;28/02/2010;0000;37.934387;184.6;29.4;902.111905;28.560714;18.760714;
83184;31/03/2010;0000;102.306568;217.1;235.6;902.783871;28.216129;19.316129;
83184;30/04/2010;0000;84.35981;185.3;137.4;903.47;26.073333;18.55;
83184;31/05/2010;0000;63.847494;219.1;14.3;903.9;25.990323;18.206452;
83184;30/06/2010;0000;35.735852;164.8;17.3;906.57;23.663333;15.893333;
83184;31/07/2010;0000;58.26679;153.1;58;906.803226;22.151613;15.21;
83184;31/08/2010;0000;22.167247;223.7;10.1;906.926882;22.935484;14.264516;
83184;30/09/2010;0000;29.287427;234.6;22;905.518889;25.13;15.446667;
83184;31/10/2010;0000;69.759847;233.6;66.3;903.151613;28.519355;17.906452;
83184;30/11/2010;0000;16.513733;210.4;11.3;901.755556;28.23;18.126667;
83184;31/12/2010;0000;103.254356;210.5;179.9;900.595699;27.635484;18.509677;
83184;31/01/2011;0000;59.828902;220.4;16.7;901.625806;26.670968;17.958065;
83184;28/02/2011;0000;62.153961;173.2;50.2;904.009524;27.846429;18.457143;
83184;31/03/2011;0000;100.436027;215.7;105.9;901.601075;28.387097;19.174194;
83184;30/04/2011;0000;35.96448;191.1;21.6;902.931111;26.736667;18.16;
83184;31/05/2011;0000;31.755355;155.2;25.9;904.176344;23.809677;16.954839;
83184;30/06/2011;0000;17.01112;;13;906.134444;24.23;15.653333;
83184;31/07/2011;0000;22.228691;201.4;20.3;905.848387;23.441935;14.548387;
83184;31/08/2011;0000;17.694978;258.5;16;906.030108;25.351613;14.964516;
83184;30/09/2011;0000;6.937491;230.1;5.8;906.587778;25.063333;14.836667;
83184;31/10/2011;0000;56.857207;159.3;56.5;902.784946;26.43871;16.996774;
83184;30/11/2011;0000;22.251489;138.4;21.8;902.7;25.6;16.883333;
83184;31/12/2011;0000;84.872676;210.6;84.8;902.265591;27.922581;17.790323;
83184;31/01/2012;0000;36.223226;234.7;36;902.754839;27.96129;17.358065;
83184;29/02/2012;0000;57.970059;187.4;57.9;902.788506;28.02069;17.548276;
83184;31/03/2012;0000;12.10825;286.7;12.5;902.944086;29.864516;17.622581;
83184;30/04/2012;0000;0.143686;254.2;0.1;903.19;28.723333;17.553333;
83184;31/05/2012;0000;24.812033;177.8;25;904.863441;25.829032;17.033333;
83184;30/06/2012;0000;19.006787;205.6;19;906.073333;24.836667;16.43;
83184;31/07/2012;0000;20.603546;204.2;20.6;906.312903;23.264516;14.83871;
83184;31/08/2012;0000;30.101812;200.2;30.1;907.543011;23.080645;14.283871;
83184;30/09/2012;0000;0.602876;238.8;0.6;906.422222;26.333333;15.446667;
83184;31/10/2012;0000;1.90153;263;1.9;903.795699;27.870968;16.451613;
83184;30/11/2012;0000;92.239917;107.6;145;902.598889;26.436667;18.41;
83184;31/12/2012;0000;53.379554;266.4;24.2;901.974194;28.841935;17.703226;
83184;31/01/2013;0000;106.143776;193;142.5;902.745161;28.280645;18.535484;
83184;28/02/2013;0000;37.216045;225.7;1.4;902.665476;28.289286;18.357143;
83184;31/03/2013;0000;20.993098;251.6;5.4;902.833333;29.619355;18.883871;
83184;30/04/2013;0000;59.525604;168.5;57.2;903.675556;26.927586;18.137931;
83184;31/05/2013;0000;23.24123;172.6;20.4;904.552688;25.712903;17.654839;
83184;30/06/2013;0000;38.400973;144.4;37.6;905.538889;23.516667;16.813333;
83184;31/07/2013;0000;30.608586;181.3;29.9;906.704301;23.219355;15.574194;
83184;31/08/2013;0000;19.978828;228.3;19.5;905.932258;24.145161;15.23871;
83184;30/09/2013;0000;13.551721;240.7;13.4;905.462222;26.54;16.116667;
83184;31/10/2013;0000;22.31393;240.5;22;904.123656;28.083871;16.880645;
83184;30/11/2013;0000;56.991526;212.1;56.9;902.201111;27.64;17.35;
83184;31/12/2013;0000;99.975635;155.3;150.6;902.009677;26.835484;18.812903;
83184;31/01/2014;0000;41.607593;267.9;11.7;903.527957;28.090323;17.916129;
83184;28/02/2014;0000;46.451907;161.9;40.7;903.279762;27.182143;17.907143;
83184;31/03/2014;0000;74.920272;205.5;72.5;903.143011;27.216129;18.309677;
83184;30/04/2014;0000;87.3694;206.4;100;903.577778;27.323333;18.563333;
83184;31/05/2014;0000;47.169847;161.8;40.4;904.424731;24.509677;17.312903;
83184;30/06/2014;0000;39.986157;170.9;36.8;906.050562;23.35;16.07;
83184;31/07/2014;0000;38.627367;163.2;35.8;907.92043;22.796774;15.587097;
83184;31/08/2014;0000;24.058692;223.4;20.7;907.088043;23.877419;15.022581;
83184;30/09/2014;0000;14.024832;230.5;10.9;905.671111;26.666667;15.74;
83184;31/10/2014;0000;29.838162;244.9;28.3;904.951087;27.474194;16.454839;
83184;30/11/2014;0000;87.840165;168.4;267.5;905.035632;26.243333;17.776667;
83184;31/12/2014;0000;90.743174;161.7;72.6;903.509783;26.173333;17.874194;
83184;31/01/2015;0000;60.199346;233;13.2;904.321739;27.535484;17.887097;
83184;28/02/2015;0000;79.223507;173.2;74.5;903.568675;27.675;18.567857;
83184;31/03/2015;0000;26.186106;232.6;7.7;903.262222;28.7;18.670968;
</pre>"
