"x"
"1" "<html><meta http-equiv=\"Content-Type\" content=\"text/html; charset=iso-8859-1\">
<head>
<title>Estação - 83286</title>
   <!-- FACE BOX -->
   <script src=\"facebox/js/jquery.js\" type=\"text/javascript\"></script>
   <link href=\"facebox/styles/facebox.css\" media=\"screen\" rel=\"stylesheet\" type=\"text/css\" >

   <script src=\"facebox/js/facebox.js\" type=\"text/javascript\"></script>
   <script type=\"text/javascript\">
      jQuery(document).ready(function($) {
         $('a[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
         $('area[rel*=facebox]').facebox({
            loading_image : 'loading.gif',
            close_image   : 'closelabel.gif'})
      })
   </script>
   <script type=\"text/javascript\">
      function showFoto(src) {
         //criando um link falso, para o LightBox captar as informações
         var a_false = document.createElement(\"A\");
         a_false.rel = \"lightbox\";
         a_false.href = src;
         //chamando a função do lightbox responsável pelo início das ações
         myLightbox.start(a_false);
         //anulando o link
         a_false = null;
      }
   </script>
</head>
<pre>--------------------
BDMEP - INMET
--------------------
Estação           : CORRENTINA - BA (OMM: 83286)
Latitude  (graus) : -13.33
Longitude (graus) : -44.61
Altitude  (metros): 549.47
Estação Operante
Inicio de operação: 11/08/1975
Periodo solicitado dos dados: 01/01/2000 a 22/04/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF=\"instrucao.html\" TARGET=\"_top\" rel=\"facebox\">siga as instruções</a>
--------------------
Estacao;Data;Hora;EvapoBHReal;InsolacaoTotal;PrecipitacaoTotal;PressaoMedia;TempMaximaMedia;TempMinimaMedia;
83286;31/07/2010;0000;1.626347;271.5;0.3;955.472581;30.487097;13.36129;
83286;31/08/2010;0000;0.66052;315.5;0;955.114516;31.590323;12.406452;
83286;31/10/2010;0000;153.152213;200.8;168.5;950.180328;35.380645;20.409677;
83286;30/11/2010;0000;119.599555;170.4;223.2;949.526667;31.15;20.103333;
83286;31/12/2010;0000;120.888937;169.4;247.3;948.298387;30.880645;19.787097;
83286;31/01/2011;0000;110.741268;176.1;266.2;949.596296;30.544444;19.133333;
83286;28/02/2011;0000;92.155822;181.9;55.1;950.167857;31.275;18.907143;
83286;31/03/2011;0000;105.403198;185.2;152.6;950.170968;29.887097;19.7;
83286;30/04/2011;0000;89.400897;267;28.1;951.648333;30.81;18.136667;
83286;31/05/2011;0000;26.412228;236;0.4;952.593548;30.922581;15.425806;
83286;30/06/2011;0000;7.49586;;0;953.871667;31.366667;13.513333;
83286;31/08/2011;0000;3.609142;326.7;0;953.883607;33.187097;13.512903;
83286;30/09/2011;0000;0.999852;276.8;0;954.059649;33.757143;13.796429;
83286;31/10/2011;0000;134.630437;197.1;134.6;950.243548;32.470968;19.690323;
83286;30/11/2011;0000;135.324482;142.9;166.9;950.806667;29.46;19.316667;
83286;31/12/2011;0000;142.614165;180.6;288.4;950.227419;30.019355;18.954839;
83286;31/01/2012;0000;135.188601;145.5;104;950.646154;30.303846;18.384615;
83286;29/02/2012;0000;128.57969;226;151.6;950.658621;30.927586;17.827586;
83286;31/03/2012;0000;137.668286;244.3;149.5;950.656667;33.003333;18.336667;
83286;30/04/2012;0000;93.529116;277.1;31.9;950.785;33.726667;16.913333;
83286;31/05/2012;0000;33.917232;242.6;7.1;952.987719;32.1;16.353571;
83286;30/06/2012;0000;8.064437;291.9;0;954.135;32.086667;14.35;
83286;31/07/2012;0000;2.436171;299.1;0;954.418333;31.327586;12.158621;
83286;31/08/2012;0000;0.749542;310.8;8.2;955.864516;30.516129;14.26129;
83286;30/09/2012;0000;;;0;;;;
83286;31/10/2012;0000;19.7;256.5;19.7;950.801639;34.841935;18.987097;
83286;30/11/2012;0000;138.973688;84.5;243;949.733333;29.93;20.383333;
83286;31/12/2012;0000;88.890798;286.4;16.4;949.401639;33.709677;18.148387;
83286;31/01/2013;0000;116.152123;123.1;108.9;950.243396;31.344444;19.85;
83286;28/02/2013;0000;24.048826;257.6;10.2;949.971429;33.203571;18.360714;
83286;31/03/2013;0000;127.704388;238.1;127;950.545161;32.288889;19.445161;
83286;30/04/2013;0000;33.065155;237.5;29.8;951.61;31.36;18.286667;
83286;31/05/2013;0000;1.594318;280.2;0.2;953.051613;32.832258;15.980645;
83286;30/06/2013;0000;0.38382;264.7;0;953.831667;32.013333;15.156667;
83286;31/07/2013;0000;;;0;;;;
83286;31/08/2013;0000;0;313.2;0;953.945161;32.26129;14.164516;
83286;30/09/2013;0000;1.2;271.6;1.2;952.79;34.426667;17.776667;
83286;31/10/2013;0000;92.8;242.1;92.8;951.56129;33.76129;19.019355;
83286;30/11/2013;0000;140.047103;223.6;330;949.83;32.196667;19.033333;
83286;31/12/2013;0000;143.839575;129.2;346.6;949.996774;29.767742;19.677419;
83286;31/01/2014;0000;78.670313;246;3;951.307547;31.340741;17.769231;
83286;28/02/2014;0000;104.829849;207.5;98.7;950.617857;31.553571;18.564286;
83286;31/03/2014;0000;125.870558;224.1;122.3;951.28871;31.632258;19.006452;
83286;30/04/2014;0000;73.511722;250.6;66.3;951.741667;31.903333;18.183333;
83286;31/05/2014;0000;16.608347;256.6;14.8;952.546667;32.033333;15.893333;
83286;30/06/2014;0000;1.8178;283;0;954.296667;31.366667;14.176667;
83286;31/07/2014;0000;0.561639;308;0;956.141935;31.348387;13.896774;
83286;31/08/2014;0000;;;0;;;;
83286;30/09/2014;0000;;316.5;0;952.721667;35.033333;16.59;
83286;31/10/2014;0000;17.3;283.4;17.3;952.045161;34.651613;18.803226;
83286;30/11/2014;0000;143.879905;210.8;189.6;950.494828;32.913793;20.258621;
83286;31/12/2014;0000;128.924052;215.3;117.7;951.219355;30.974194;19.558065;
83286;31/01/2015;0000;50.20648;249.4;25.8;951.761111;33.664;18.307407;
83286;28/02/2015;0000;127.38035;184.2;178.5;951.548214;31.5;18.789286;
83286;31/03/2015;0000;138.684226;241.7;136.1;951.262903;32.545161;19.119355;
</pre>"
