"","UF","Estacao","Year","EvapoBHReal","InsolacaoTotal","PrecipitacaoTotal","PressaoMedia","TempMaximaMedia","TempMinimaMedia"
"882","BA",82986,2003,57.487308,238.95,25.5416666666667,984.7190745,32.65719475,21.674015
"883","AL",82989,2003,77.7627114545455,222.9,46.8818181818182,947.0139863,28.688699,19.3322172
"884","AL",82990,2003,48.3995033333333,237.108333333333,26.9916666666667,NA,34.503239,22.8347356666667
"885","AL",82992,2003,66.7290926666667,225.858333333333,47.05,983.096291583333,30.8293363333333,20.512578
"886","AL",82994,2003,107.136440166667,172.116666666667,122.783333333333,1004.64793,29.8812485833333,20.2092681666667
"887","AL",82996,2003,130.7190365,247.972727272727,111.390909090909,NA,29.5229549090909,23.2551027272727
"888","MG",83032,2003,109.990255285714,154.933333333333,140.441666666667,NA,28.5505696666667,12.4085163333333
"889","TO",83033,2003,101.104662375,207.866666666667,170.308333333333,979.183071666667,33.6799726666667,21.6547786666667
"890","MG",83037,2003,75.2399236666667,188.975,143.108333333333,NA,28.2616846666667,15.66150975
"891","RJ",83049,2003,66.0270495,192.933333333333,98.0916666666667,NA,27.8601273333333,15.4063024166667
"892","TO",83064,2003,93.04188375,194.290909090909,106.141666666667,984.538420666667,34.14197825,22.23132125
"893","SP",83075,2003,69.783266625,154.018181818182,84.7583333333333,937.58795575,26.850093,15.9906701666667
"894","BA",83076,2003,70.821034,261.258333333333,57.6166666666667,962.360309416667,33.4797810833333,18.6838690833333
"895","BA",83088,2003,90.434414,201.85,62.0666666666667,952.74811725,29.993206,20.03920025
"896","BA",83090,2003,78.38126525,213.633333333333,43.9666666666667,961.51049375,30.7729306666667,19.5756715
"897","SE",83096,2003,113.632869125,247.35,102.791666666667,1014.44086,29.5453410833333,23.6222503333333
"898","SE",83097,2003,110.411177125,185.425,67.8833333333333,1011.298665,31.7460605,22.3342135
"899","BA",83179,2003,60.2438575,270.691666666667,36.0583333333333,966.467387916667,34.0721741666667,20.5431669166667
"900","BA",83182,2003,62.32479475,254.154545454545,32.4333333333333,932.019033,30.3503023636364,17.3431062727273
"901","BA",83184,2003,50.573934625,209.191666666667,33.8333333333333,904.504692833333,26.4723321666667,17.0934215833333
"902","BA",83186,2003,83.074800625,209.9,53.3833333333333,959.837459166667,29.86536025,20.6522516666667
"903","BA",83190,2003,83.040138625,188.933333333333,61.5333333333333,973.919756833333,30.3071505833333,20.8236970833333
"904","BA",83192,2003,70.05099475,216.716666666667,44.5916666666667,996.935931888889,32.0988043333333,21.4871070833333
"905","SE",83195,2003,102.11338675,210.441666666667,106.933333333333,990.98662925,29.6228135,21.4616891666667
"906","MT",83214,2003,92.145281375,188.633333333333,171.533333333333,978.465882083333,32.7523969166667,20.6946985833333
"907","BA",83221,2003,NA,125.657142857143,51.8333333333333,989.888659285714,28.6392054285714,19.6214547142857
"908","BA",83222,2003,114.218068,193.241666666667,92.6583333333333,989.842204416667,29.12365075,21.1354609166667
"909","TO",83228,2003,82.16271625,219.275,105.291666666667,984.329302666667,33.6089846666667,21.62899725
"910","BA",83229,2003,127.80416925,213.066666666667,167.85,1007.35914,29.4089766666667,23.12237575
"911","TO",83235,2003,77.828415625,210.845454545455,138.958333333333,945.165757666667,31.6681726,20.9689831666667
"912","BA",83236,2003,70.48362475,243.725,66.9833333333333,962.434889666667,33.2151145833333,19.3762351666667
"913","BA",83242,2003,84.28526375,188.575,65.7083333333333,964.778785,30.9525965833333,19.8011521666667
"914","BA",83244,2003,58.229059,195.5,26.625,985.15556125,31.7228315833333,19.4678124166667
"915","BA",83249,2003,103.56046025,233.3,98.575,998.289743666667,30.4636801666667,20.12818825
"916","MT",83264,2003,104.419655857143,171.618181818182,168.6,NA,33.4473020909091,20.5065326363636
"917","MT",83267,2003,135.0650138,165.966666666667,246.483333333333,973.905766,31.9770801666667,20.9683645
"918","MT",83270,2003,74.173189625,205.991666666667,136.408333333333,NA,32.50139975,20.194877
"919","BA",83286,2003,63.2731225714286,245.554545454545,62.95,948.132479454545,31.8281231818182,18.1698756363636
"920","BA",83288,2003,62.03331325,254.333333333333,49.1333333333333,962.554370083333,33.4525869166667,20.4526666666667
"921","BA",83292,2003,77.2328966,211.216666666667,33.7142857142857,953.772190142857,31.7004487142857,20.8297234285714
"922","BA",83295,2003,73.2319383333333,181.371428571429,43.7714285714286,931.201111714286,28.0451371428571,18.1674091428571
"923","MT",83309,2003,80.903419,NA,210.633333333333,981.160062166667,32.0702041428571,20.2168676666667
"924","MT",83319,2003,77.32462875,218.190909090909,122.466666666667,978.359706583333,33.27560675,18.14607975
"925","GO",83332,2003,66.846541375,216.775,103.091666666667,922.851115,30.0727755,20.36058925
"926","MG",83334,2003,99.4597712857143,211.288888888889,105.327272727273,NA,31.10422,18.6480869090909
"927","MG",83338,2003,53.71091075,251.308333333333,32.6833333333333,950.20745125,31.7377688333333,20.0343016666667
"928","BA",83339,2003,52.600332625,235.275,41.2,916.45435125,28.3132135833333,17.8053135833333
"929","BA",83344,2003,57.27129425,193.175,34.3583333333333,918.452753333333,26.7905286666667,15.7025998333333
"930","MT",83358,2003,94.2150814285714,170.62,175.363636363636,971.167819090909,32.896914,19.8135550909091
"931","MT",83361,2003,88.753905,195.275,114.308333333333,994.7723575,32.8539845833333,21.1351795
"932","MT",83364,2003,117.748811333333,189.816666666667,120.911111111111,995.81329175,32.1742335,21.9824384285714
"933","GO",83368,2003,82.90227675,212.172727272727,113.191666666667,975.183817166667,32.9447990833333,19.9305190833333
"934","DF",83373,2003,NA,201.808333333333,91.2583333333333,893.802622833333,27.7875085,15.0630575
"935","GO",83374,2003,71.780266,218.741666666667,135.016666666667,955.224248666667,32.5814433333333,20.3676580833333
"936","GO",83376,2003,64.8387565,199.558333333333,125.608333333333,928.73616025,31.4031195833333,17.8906939166667
"937","DF",83377,2003,78.9530362857143,206.916666666667,107.266666666667,887.695054416667,26.7936573333333,16.9847459166667
"938","GO",83379,2003,71.38319075,213.541666666667,101.991666666667,911.617693,28.658407,17.5618433333333
"939","MG",83384,2003,76.2017816666667,221.591666666667,86.1666666666667,955.37966075,32.5275998333333,19.0780274166667
"940","MG",83386,2003,53.3127212727273,251.327272727273,46.5416666666667,959.775550818182,32.343383,18.6567211818182
"941","MG",83388,2003,53.9014878333333,247.954545454545,53.6916666666667,944.690761083333,31.47032775,20.52196175
"942","MG",83389,2003,57.7377279166667,251.327272727273,56.8916666666667,962.1962695,32.5718541666667,18.80137
"943","MG",83393,2003,44.5753998333333,206.7,35.8083333333333,942.81071175,29.6851485833333,18.5775711666667
"944","MG",83395,2003,48.0558281666667,244.955555555556,37.775,NA,32.2922196666667,18.722004
"945","BA",83398,2003,112.418639375,207.841666666667,99.9583333333333,1013.61828,28.8156345,20.9850146666667
"946","MT",83405,2003,89.515979875,173.708333333333,91.2,996.714789583333,32.5663210833333,20.2180720833333
"947","BA",83408,2003,51.561632875,263.533333333333,45.9333333333333,961.428392166667,32.56511325,20.0170660833333
"948","MT",83410,2003,86.09804425,NA,129.01,NA,31.7711434444444,19.2031694444444
"949","GO",83423,2003,71.34007925,NA,128.416666666667,931.218792583333,31.198686,18.9711725
"950","MG",83428,2003,86.4809316363636,206.675,105.291666666667,NA,31.6996568333333,18.3366283333333
"951","MG",83437,2003,58.0931074545455,236.741666666667,55.8166666666667,941.638309666667,30.53123325,17.9797913333333
"952","MG",83441,2003,66.3202895454545,188.316666666667,45.1416666666667,961.723714583333,31.5318963333333,18.2542383333333
"953","MG",83442,2003,39.5626470833333,210.75,31.3666666666667,979.561946666667,32.5823951666667,20.190404
"954","BA",83446,2003,82.108678625,197.5,66.0083333333333,993.219964583333,29.7739363333333,20.0221673333333
"955","MG",83452,2003,NA,230.6,56.3416666666667,NA,29.7732118333333,18.0568329090909
"956","GO",83464,2003,84.411041875,198.183333333333,126.708333333333,939.241160583333,30.6755075833333,16.5950871666667
"957","GO",83470,2003,72.4285745,182.725,130.191666666667,927.1872935,29.73092175,17.66514775
"958","MG",83479,2003,83.9658465833333,225.041666666667,138.358333333333,935.043718916667,30.3915815,18.7071926666667
"959","MG",83481,2003,98.1591462727273,253.008333333333,125.083333333333,930.519509,29.799097,18.9460805
"960","MG",83483,2003,70.9787761818182,227.083333333333,70.6333333333333,957.164724583333,31.7846178333333,18.7978853333333
"961","MG",83485,2003,66.6717444285714,NA,56.3666666666667,NA,28.8772618333333,15.45362125
"962","MG",83488,2003,68.51861,193.014285714286,80.7,913.090697,27.4001961428571,16.2550942857143
"963","BA",83498,2003,102.371884875,180.9,86.525,1016.33871,29.1086778333333,21.8809641666667
"964","MS",83513,2003,NA,179.575,109.175,NA,31.89,22.292801
"965","MG",83514,2003,81.2467450833333,229.591666666667,118.75,943.47730375,30.2576926666667,18.8383858333333
"966","MG",83521,2003,86.061101125,206.416666666667,111.258333333333,NA,31.5339790833333,18.2564758333333
"967","GO",83522,2003,65.734716375,214.041666666667,132.083333333333,928.577466416667,29.3955984166667,17.6221883333333
"968","GO",83523,2003,132.4183734,211.509090909091,118.691666666667,NA,30.9650229166667,18.7235037272727
"969","GO",83526,2003,64.705174875,222.59,113.758333333333,919.847014666667,29.237596,18.162862
"970","MG",83531,2003,65.5789518333333,208.85,121.258333333333,909.275597583333,28.7662710833333,16.6532065
"971","MG",83533,2003,NA,211.971428571429,95.6583333333333,NA,30.6509396666667,14.3637396363636
"972","MG",83536,2003,59.54061625,NA,71.9916666666667,NA,30.937918,16.9601668333333
"973","MG",83538,2003,74.0069756363636,195.609090909091,86.5333333333333,873.742503363636,24.976085,15.1010584545455
"974","ES",83550,2003,75.01257675,205.281818181818,93.3,1010.995215,30.8713279166667,20.4391353333333
"975","MS",83552,2003,94.4215464285714,NA,99.7909090909091,995.367936727273,31.7524639090909,21.1988684545455
"976","MS",83565,2003,100.114274666667,211.628571428571,156.45,965.877621714286,30.9467261428571,19.7439625714286
"977","MG",83570,2003,67.2205135,198.691666666667,86.4083333333333,936.907566916667,29.9914400833333,17.6873765
"978","MG",83574,2003,109.998454181818,221.9,134.008333333333,952.324346666667,31.1141180833333,19.1711650833333
"979","MG",83577,2003,77.845399,223.425,144.758333333333,929.266259416667,29.800729,16.9361189166667
"980","MG",83579,2003,77.3700965,215.05,140.125,903.137596166667,27.5780044166667,16.8042505833333
"981","MG",83581,2003,143.461625,NA,89.8833333333333,NA,29.9488494166667,NA
"982","MG",83582,2003,80.7271054545455,191.833333333333,95.975,938.256241833333,29.0270238333333,14.5787941666667
"983","MG",83586,2003,58.7800205,225.983333333333,98.2333333333333,930.149242583333,28.7448259166667,16.1650243333333
"984","MG",83587,2003,60.76118075,210.541666666667,143.625,914.180046333333,27.6484581666667,18.1151675833333
"985","MG",83589,2003,61.33598525,169.441666666667,100.033333333333,940.709309333333,28.5763845833333,15.5217240833333
"986","MG",83592,2003,65.9859229090909,204.491666666667,76.1,947.347620083333,28.5119660833333,17.3460906666667
"987","MG",83595,2003,69.9443289166667,220.533333333333,73.4416666666667,1004.63871,32.69884025,20.1349258333333
"988","SP",83623,2003,94.405831125,234.1,111.583333333333,956.6787295,31.0574488333333,19.1880490833333
"989","SP",83630,2003,73.74598925,207.525,146.366666666667,904.7103635,26.5645564166667,17.2006771666667
"990","MG",83631,2003,NA,211.511111111111,213.333333333333,NA,29.5128817777778,16.5934041111111
"991","MG",83632,2003,NA,NA,121.508333333333,NA,29.181715,15.3128334166667
"992","MG",83635,2003,81.4765424166667,197.945454545455,119.7,927.737908416667,29.2664965,15.62522725
"993","MG",83639,2003,61.0894372727273,202.918181818182,91.7416666666667,922.098849090909,27.2582551818182,14.3105182727273
"994","MG",83642,2003,60.6832330833333,192.409090909091,95.0666666666667,938.3569195,27.59509525,15.6547036666667
"995","ES",83648,2003,70.46716675,190.533333333333,82.425,1017.27957,29.3369931666667,22.19492075
"996","SP",83669,2003,68.32444325,215.75,116.591666666667,944.97411675,30.0013915833333,16.7160196666667
"997","SP",83676,2003,79.26939925,202.116666666667,91.3416666666667,NA,29.26189775,17.9525436666667
"998","MG",83681,2003,NA,168.308333333333,117.5,NA,25.6792076666667,10.7394877
"999","MG",83683,2003,85.7141430909091,165.06,95.3333333333333,918.111478916667,28.7110725833333,14.68902975
"1000","MG",83687,2003,68.4043459166667,207.483333333333,101.833333333333,913.98546775,27.4535165,15.5671584166667
"1001","MG",83689,2003,74.5039083636364,141.875,112.041666666667,892.544608333333,25.26625775,14.0209793333333
"1002","MG",83692,2003,75.84948475,165.941666666667,154.975,912.456086333333,25.1954760833333,15.6854024166667
"1003","RJ",83695,2003,73.378372625,203.163636363636,114.666666666667,1001.847939,30.283828,19.4645494166667
"1004","RJ",83698,2003,77.25423675,NA,74.3916666666667,1017.62,30.261504,20.8478068333333
"1005","MS",83702,2003,78.998106,198.385714285714,140.533333333333,938.6924395,28.5018708888889,15.9191269090909
"1006","MS",83704,2003,98.6514375714286,224.436363636364,119.458333333333,970.324186454545,29.9320736363636,18.4829192727273
"1007","SP",83714,2003,71.179653,NA,108.266666666667,837.290842625,21.1578880909091,NA
"1008","SP",83716,2003,89.463112125,225.108333333333,108.15,964.925992416667,29.6136858333333,18.9178225
"1009","RJ",83718,2003,76.634246875,179.633333333333,105.816666666667,959.47406725,27.4305721666667,16.5226836666667
"1010","SP",83726,2003,67.561267375,194.891666666667,105.391666666667,920.552725666667,27.6463485,15.9277176666667
"1011","MG",83736,2003,76.344885,206.241666666667,109.4,912.50664475,27.18396575,12.9993388333333
"1012","RJ",83738,2003,77.20678825,169.45,119.958333333333,961.734406166667,27.2586981666667,16.6262545
"1013","RJ",83743,2003,119.225679142857,NA,117.4,1012.38,30.6011119166667,22.1560179166667
"1014","PR",83766,2003,81.23159725,208.691666666667,103.716666666667,951.94804025,28.934749,16.3189925833333
"1015","PR",83767,2003,98.86070375,229.283333333333,125.5,953.50730125,28.12254425,18.09085775
"1016","SP",83773,2003,92.0006702,NA,130.614285714286,921.250795142857,27.9731258571429,17.4078681428571
"1017","SP",83781,2003,72.0426395,173.54,91.0333333333333,926.740654416667,26.1497888333333,16.4755479166667
"1018","PR",83783,2003,75.36746775,226.125,145.783333333333,946.785443833333,27.11398175,14.92396325
"1019","SP",83784,2003,64.0058255,163.766666666667,86.0583333333333,950.127462,28.7375845833333,15.4354485833333
"1020","PR",83811,2003,67.009764875,189.5,141.791666666667,925.422228,25.9495076666667,13.30317475
"1021","PR",83813,2003,70.3171145714286,141.275,110.133333333333,905.31937475,24.95519575,12.9242695
"1022","PR",83836,2003,102.15744425,173.533333333333,125.208333333333,916.868712083333,24.5052624166667,12.60314
"1023","PR",83842,2003,70.833686125,168.933333333333,126.675,914.585257916667,24.4120141666667,13.30223575
"1024","PR",83844,2003,110.05771125,129.141666666667,181.333333333333,1016.98,28.230852,18.4613736666667
"1025","SP",83851,2003,NA,192.916666666667,107.9,NA,27.7488670833333,16.1401665
"1026","SC",83872,2003,81.40503975,138.091666666667,119.133333333333,NA,26.9806355,17.503114375
"1027","RS",83881,2003,76.05542225,185.491666666667,149.408333333333,986.200028666667,27.79949175,14.7896695
"1028","SC",83883,2003,72.772108875,206.05,161.383333333333,941.846845833333,25.8825724166667,14.786211
"1029","SC",83887,2003,114.658612,204.366666666667,153.708333333333,911.608240333333,22.9964274166667,12.4097888333333
"1030","SC",83891,2003,62.696612125,175.133333333333,100.766666666667,911.26649,22.6376451666667,11.87195975
"1031","SC",83897,2003,81.7375,173.816666666667,95.2083333333333,1014.47086,25.7246415833333,17.6565110833333
"1032","RS",83907,2003,79.023636375,190.225,155.383333333333,987.24989325,27.17213,15.5566636666667
"1033","RS",83912,2003,69.869060125,203.033333333333,175.916666666667,963.096385,25.197365,13.8584395833333
"1034","RS",83914,2003,65.00664775,202.775,163.608333333333,938.375344416667,24.07993225,13.0430325
"1035","RS",83916,2003,107.276681,183.758333333333,128.083333333333,921.853641416667,23.2273058333333,12.4332175
"1036","RS",83919,2003,59.037669125,188.072727272727,135.95,899.528741333333,21.67457775,10.2851364166667
"1037","SC",83920,2003,56.280435,174.291666666667,131.541666666667,862.405213166667,19.0249794166667,9.9906305
"1038","SC",83923,2003,NA,155.527272727273,124.472727272727,NA,26.3196286363636,14.8910690909091
"1039","RS",83927,2003,70.443501375,190.775,146.05,1004.499785,25.0402503333333,14.1247331666667
"1040","RS",83936,2003,73.738125125,187.3,181.475,1002.5442994,25.368912,14.7075728333333
"1041","RS",83941,2003,NA,196.566666666667,169.158333333333,NA,22.7891000833333,13.05426475
"1042","RS",83942,2003,65.7837945,196.225,164.183333333333,930.73919225,22.3448735833333,13.1867741666667
"1043","RS",83948,2003,78.59051025,183.333333333333,102.941666666667,NA,23.4596749166667,16.1547470833333
"1044","RS",83953,2003,113.356609875,199.558333333333,156.7,977.3887715,23.4515675,12.62065625
"1045","RS",83964,2003,66.304762,162.516666666667,145.508333333333,966.537806666667,23.1176703333333,13.4495081666667
"1046","RS",83967,2003,76.54409275,180.372727272727,127.158333333333,1013.255,25.4658278333333,16.0199856666667
"1047","RS",83980,2003,64.602498625,196.908333333333,166.858333333333,987.265577583333,22.91256775,12.7463895
"1048","RS",83985,2003,70.073014125,200.45,121.666666666667,NA,22.8670815,14.4319278333333
"1049","RS",83995,2003,70.8419835,192.408333333333,119.9,NA,23.6357161666667,14.5000505
"1050","RS",83997,2003,63.52304975,186.991666666667,128.591666666667,1013.46586,21.8584275,12.3000421666667
"1051","RR",82024,2004,NA,NA,155.058333333333,NA,33.7557025833333,23.6670823333333
"1052","RR",82042,2004,NA,181.963636363636,187.9,NA,33.732891,22.2133447272727
"1053","AM",82067,2004,NA,119.609090909091,243.908333333333,999.430237375,32.8488549090909,22.3279978181818
"1054","AP",82098,2004,NA,217.683333333333,225.108333333333,1009.43666666667,31.9466689166667,23.8583738333333
"1055","AM",82106,2004,NA,149.472727272727,226.558333333333,NA,33.7899795,21.2976485833333
"1056","AM",82113,2004,NA,162.05,181.216666666667,NA,32.1663805,23.6913731666667
"1057","PA",82141,2004,NA,206.533333333333,258.983333333333,1010.37,31.6069061,25.121713
"1058","PA",82145,2004,NA,209.8,215.691666666667,1007.580115,31.8888233333333,20.9491015
"1059","PA",82178,2004,NA,180.554545454545,163.436363636364,1003.59914,32.1219998181818,24.0959628181818
"1060","PA",82181,2004,NA,211.244444444444,170.3,998.923153625,31.4104656666667,23.6095279166667
"1061","PA",82184,2004,NA,188.625,197.316666666667,1010.180645,32.31112425,23.9832015833333
"1062","PA",82188,2004,NA,195.922222222222,195.125,NA,32.3818681666667,22.85770825
"1063","PA",82191,2004,NA,198.825,245.016666666667,NA,32.3483141666667,22.797304
"1064","MA",82198,2004,NA,198.708333333333,202.55,1005.95,31.4029346666667,23.9592319166667
"1065","AM",82212,2004,NA,146.063636363636,185.583333333333,NA,32.56024225,22.7998090833333
"1066","PA",82246,2004,NA,199.875,155.575,992.089714416667,31.3378868333333,22.3682745
"1067","PA",82263,2004,NA,215.125,189.916666666667,1011.13,33.162482,23.8456155
"1068","MA",82280,2004,NA,207.5,208.066666666667,NA,31.3653765,23.8215675833333
"1069","PI",82287,2004,NA,244.158333333333,82.875,1005.394785,32.5257868333333,22.8638268333333
"1070","CE",82294,2004,NA,242.963636363636,112.036363636364,1012.0875,32.5611177272727,23.2279996363636
"1071","PI",82296,2004,NA,225.591666666667,93.2333333333333,NA,34.9027260833333,23.6166809166667
"1072","PI",82298,2004,NA,256.941666666667,131.35,NA,33.8500246666667,21.664632
"1073","AM",82317,2004,NA,169.472727272727,173.583333333333,NA,32.8928074545455,23.1960456363636
"1074","AM",82326,2004,NA,169.175,243.841666666667,NA,32.4792080833333,23.2882070833333
"1075","AM",82331,2004,NA,164,171.408333333333,NA,32.4688249166667,23.674805
"1076","AM",82336,2004,NA,173.416666666667,206.025,NA,33.0340569166667,23.8043715
"1077","PA",82353,2004,NA,191.016666666667,179.691666666667,998.881099555556,33.3735916666667,23.5494924166667
"1078","PA",82361,2004,NA,164.733333333333,155.783333333333,NA,32.5488171666667,24.4972824166667
"1079","MA",82376,2004,NA,202.944444444444,155.45,1008.38172,32.4298771666667,23.4479571666667
"1080","MA",82382,2004,NA,250.672727272727,152.45,998.827812555556,33.07680425,23.219368
"1081","CE",82392,2004,NA,236.608333333333,84.925,1000.35521675,34.03080475,22.1512306666667
"1082","CE",82397,2004,NA,235.35,160.691666666667,1009.180645,30.7869135,23.8905949166667
"1083","AM",82410,2004,NA,151.37,200.472727272727,NA,32.3933578,23.091462
"1084","AM",82425,2004,NA,175.62,163.290909090909,1004.36875,33.067268,24.1657427
"1085","PA",82445,2004,NA,184.27,172.033333333333,1009.00414,33.365262,24.0321788333333
"1086","MA",82460,2004,NA,219.208333333333,151.008333333333,1009.309355,33.48990075,24.537792
"1087","PI",82474,2004,NA,238.427272727273,122.316666666667,NA,34.158759,22.7517808333333
"1088","MA",82476,2004,NA,223.3,131.683333333333,998.631192666667,34.35881475,23.7388199166667
"1089","PI",82480,2004,NA,250.616666666667,120.525,993.100375166667,34.0494365,22.3094635833333
"1090","CE",82487,2004,NA,121.675,171.6,917.057463916667,25.205966,18.1774835833333
"1091","CE",82493,2004,NA,251.875,84.025,NA,33.2008234166667,22.9969395
"1092","AM",82533,2004,NA,130.233333333333,155.808333333333,NA,32.84163125,22.7204018333333
"1093","PA",82562,2004,NA,185.290909090909,186.7,999.077576125,33.3160776666667,23.651552
"1094","MA",82564,2004,NA,189.4125,123.291666666667,997.160995,34.21753375,22.5218795833333
"1095","MA",82571,2004,NA,210.566666666667,119.875,993.789058083333,32.9389060833333,22.6636661666667
"1096","PI",82578,2004,NA,246.458333333333,127.425,1002.95,33.84250125,23.1475315833333
"1097","CE",82583,2004,NA,220.536363636364,89.0916666666667,978.298298181818,33.2724922727273,22.3828125454545
"1098","CE",82586,2004,NA,243.683333333333,92.1083333333333,984.58149225,32.6060274166667,22.6816324166667
"1099","CE",82588,2004,NA,254.354545454545,81.4727272727273,1007.74,33.6943786363636,21.9260635454545
"1100","RN",82590,2004,NA,262.436363636364,105.327272727273,998.5497205,33.124041,22.9954664545455
"1101","RN",82594,2004,NA,217.15,52.2666666666667,1012.23871,32.2796971666667,24.004738
"1102","RN",82596,2004,NA,223.066666666667,170.125,1003.93871,30.2805743333333,22.26344525
"1103","RN",82598,2004,NA,238.516666666667,203.916666666667,1006.999785,29.7314128333333,23.015371
"1104","AM",82610,2004,NA,99.49,181.8,NA,33.1410389090909,21.9791299090909
"1105","TO",82659,2004,NA,165.25,155.841666666667,984.864581666667,32.2991923333333,20.5806093333333
"1106","PA",82668,2004,NA,165.5,169.566666666667,989.113045454545,31.2126776363636,22.622222
"1107","MA",82676,2004,NA,227.0625,137.408333333333,990.650099083333,33.1182711666667,21.7630649166667
"1108","PI",82678,2004,NA,239.375,104.383333333333,997.253413727273,34.4589049166667,23.27699875
"1109","CE",82683,2004,NA,214.608333333333,56.1166666666667,967.276359583333,32.4132974166667,21.7804765833333
"1110","CE",82686,2004,NA,236.709090909091,109.272727272727,989.139920363636,32.8459458181818,21.8811696363636
"1111","PB",82689,2004,NA,266.409090909091,94.9909090909091,986.311762545454,32.9269752727273,20.6593521818182
"1112","RN",82690,2004,56.3019039090909,224.15,57.3166666666667,992.189383333333,34.566899,22.7865261666667
"1113","RN",82691,2004,NA,236.227272727273,55.5909090909091,977.116477909091,32.8385565454545,21.7684550909091
"1114","RN",82693,2004,NA,247.175,84.85,986.698988666667,33.2446690833333,22.45841225
"1115","PB",82696,2004,NA,161.375,172.283333333333,949.264280833333,26.9385048333333,19.5110080833333
"1116","AC",82704,2004,NA,108.472727272727,180.025,987.172427916667,30.9614381666667,21.88848425
"1117","AM",82723,2004,NA,105.4,150.681818181818,NA,31.9883226666667,22.320566
"1118","PE",82753,2004,NA,228.590909090909,36.6818181818182,962.330216454546,31.7159430909091,21.0835976363636
"1119","MA",82765,2004,NA,217.3,167.041666666667,990.428523083333,33.2236596666667,23.1241744166667
"1120","MA",82768,2004,NA,210.557142857143,123.541666666667,981.634896636364,33.5518995454545,21.6105319090909
"1121","CE",82777,2004,NA,231.791666666667,73,947.672693,30.6886528333333,20.2484110833333
"1122","PI",82780,2004,NA,249,75.225,988.7997435,34.4075223333333,22.3852186666667
"1123","CE",82784,2004,NA,240.45,124.266666666667,966.701659416667,32.1105495833333,21.24393675
"1124","PE",82789,2004,NA,267.666666666667,74.0375,NA,25.875363125,16.442526875
"1125","PB",82791,2004,NA,255.525,64.8833333333333,984.05790075,33.8748575,22.2612188333333
"1126","PB",82792,2004,NA,223.827272727273,37.6727272727273,947.079742181818,30.2808006363636,19.5396561818182
"1127","PB",82795,2004,NA,208.475,104.041666666667,953.016486166667,28.2371553333333,19.6642865
"1128","PE",82797,2004,NA,216.266666666667,75.6916666666667,967.063618166667,29.4820934166667,19.8955815
"1129","PB",82798,2004,NA,217.391666666667,185.8,1014.56,29.8871130833333,23.6225178333333
"1130","AC",82807,2004,NA,128.866666666667,226.633333333333,NA,31.1439515833333,22.0065361666667
"1131","PA",82861,2004,NA,182.9,161.583333333333,991.798166583333,33.4970229166667,22.6200195
"1132","TO",82863,2004,NA,204.891666666667,152.775,989.965536166667,33.56314725,22.033385
"1133","PI",82870,2004,NA,238.191666666667,100.625,NA,34.2181189166667,20.6613910833333
"1134","PI",82879,2004,NA,263.358333333333,67.2083333333333,985.151543666667,33.8596751666667,22.8549820833333
"1135","PI",82882,2004,NA,259.966666666667,92.2083333333333,970.1120505,32.7435279166667,21.8291240833333
"1136","PE",82886,2004,NA,241.463636363636,72.4727272727273,975.305493727273,32.2748353636364,22.2843935454545
"1137","PE",82890,2004,73.0358076363636,226.758333333333,81.7333333333333,938.76220075,28.943795,18.2982910833333
"1138","PE",82893,2004,74.084432,173.841666666667,98.6416666666667,923.04388025,26.0263858333333,17.8728625
"1139","PE",82900,2004,NA,200.083333333333,211.058333333333,1011.564785,29.6627105833333,22.1893183333333
"1140","AC",82915,2004,NA,148.225,174.2,992.769707333333,31.3380165833333,21.1314439166667
"1141","MA",82970,2004,NA,224.275,144.158333333333,979.056885416667,33.50109775,20.70060125
"1142","PI",82975,2004,47.3199666,254.4,44.7454545454545,973.796153454545,36.3982704545455,20.0961071818182
"1143","PI",82976,2004,70.2937725454545,252.241666666667,59.4,954.5208945,31.8604343333333,19.02889625
"1144","BA",82979,2004,NA,268.73,60.2666666666667,968.4572465,30.8489175833333,23.34475825
"1145","PE",82983,2004,48.7240866363636,249.158333333333,57.6166666666667,971.094525,32.2487015833333,22.499117
"1146","BA",82986,2004,NA,231.791666666667,48.7416666666667,984.565272083333,32.0372633333333,21.7913521666667
"1147","AL",82989,2004,89.9600281111111,215.61,72.5090909090909,946.748255636364,28.138174,18.7950341
"1148","AL",82990,2004,59.6035362727273,235.425,63.0333333333333,1011.919785,33.63035075,22.7494563333333
"1149","AL",82992,2004,77.4446376363636,207.783333333333,90.4333333333333,983.137285416667,30.043016,20.5308066666667
"1150","AL",82994,2004,106.946722,156.241666666667,190.65,1004.76129,29.38366825,19.6496291666667
"1151","AL",82996,2004,122.7254469,234.890909090909,168.081818181818,1010.60209666667,29.2069046363636,23.0892866363636
"1152","MG",83032,2004,NA,154.266666666667,149.975,NA,27.7331645833333,12.3650716666667
"1153","TO",83033,2004,NA,201.683333333333,157.933333333333,978.96014,33.4724188333333,22.1529038333333
"1154","MG",83037,2004,NA,165,167.225,NA,27.2024456666667,16.23734425
"1155","RJ",83049,2004,NA,176.858333333333,100.458333333333,NA,26.868261,15.45651175
"1156","TO",83064,2004,NA,203.8,124.983333333333,984.28157325,34.2667775833333,22.2693406666667
"1157","SP",83075,2004,NA,146.5,127.325,936.966966833333,25.840295,15.5787161666667
"1158","BA",83076,2004,NA,260.96,67.9083333333333,962.436474272727,33.132979,18.2845724545455
